protocol,IP,ID,Time,F_Pck,B_Pck,F_Hash_IP,B_Hash_IP,F_Hash_port,B_Hash_port,F_TCP_S,B_TCP_S,Label22
6,45.157.155.79,47353260,455.596078,79,1,1,16,1,1,79,0,1
6,101.122.167.234,834312522,456.006868,79,1,1,16,1,1,79,0,1
6,118.3.51.93,214099832,456.382301,80,0,1,16,16,1,79,0,1
6,45.155.246.65,471444232,457.344285,80,0,1,16,16,1,77,0,1
6,201.123.74.167,145008518,462.045257,77,3,1,16,16,1,77,0,1
6,89.111.90.42,541498338,464.395059,79,1,1,16,16,1,76,0,1
6,64.159.20.28,830274231,465.022323,78,2,1,16,1,1,75,0,1
6,51.33.103.18,356032643,468.645755,80,0,1,16,1,1,80,0,1
6,104.67.21.129,1000758655,469.356131,78,2,1,16,1,1,78,0,1
6,77.132.141.173,116831898,470.633276,80,0,1,16,1,1,79,0,1
6,154.236.95.198,729054196,472.917339,80,0,1,16,16,1,80,0,1
6,190.251.140.230,841090343,474.198409,78,2,1,16,16,1,77,0,1
6,192.225.220.151,930277406,474.831978,80,0,1,16,16,1,80,0,1
6,103.179.161.224,409260883,477.230157,80,0,1,15,1,1,80,0,1
6,94.118.22.113,607896654,477.728528,80,0,1,15,16,1,80,0,1
6,134.161.47.196,955916633,480.601354,79,1,1,16,1,1,77,0,1
6,192.225.204.84,565638267,481.946985,79,1,1,16,16,1,79,0,1
6,71.6.22.27,87658244,482.347622,79,1,1,16,16,1,79,0,1
6,110.142.235.230,176547894,483.150598,80,0,1,16,1,1,79,0,1
6,198.125.67.229,330197236,483.290997,79,1,1,16,16,1,79,0,1
6,175.158.154.221,822955710,486.138883,80,0,1,16,1,1,80,0,1
6,192.225.220.151,930277406,487.257498,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,488.18086,80,0,1,16,16,1,80,0,1
6,103.134.228.73,741095862,488.869637,80,0,1,16,16,1,79,0,1
6,89.111.87.2,155385006,489.08168,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,490.052382,80,0,1,16,16,1,80,0,1
6,45.155.246.52,808319281,490.634637,77,3,1,16,16,1,73,0,1
6,89.111.87.2,155385006,490.844963,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,491.482259,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,492.294283,80,0,1,15,16,1,80,0,1
6,89.111.87.2,155385006,493.136734,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,494.008392,79,1,1,16,16,1,79,0,1
6,89.111.87.2,155385006,494.610471,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,495.415692,80,0,1,16,16,1,80,0,1
6,45.155.133.176,180031196,496.026066,79,1,1,16,16,1,79,0,1
6,89.111.87.2,155385006,496.121535,80,0,1,16,16,1,80,0,1
6,192.225.220.151,930277406,496.630304,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,497.010515,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,497.782717,80,0,1,15,15,1,80,0,1
6,89.111.87.2,155385006,498.404896,80,0,1,16,16,1,80,0,1
6,45.157.155.79,47353260,498.753396,80,0,1,16,1,1,80,0,1
6,89.111.87.2,155385006,499.314267,80,0,1,16,16,1,80,0,1
6,134.161.198.161,738659867,499.693393,80,0,1,15,1,1,80,0,1
6,89.111.87.2,155385006,500.031422,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,500.835287,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,501.845045,79,1,1,16,14,1,79,0,1
6,114.230.7.171,1040634059,502.652493,80,0,1,16,1,1,78,0,1
6,89.111.87.2,155385006,502.668337,80,0,1,16,16,1,80,0,1
6,167.89.255.165,120894395,502.883825,79,1,1,16,1,1,79,0,1
6,89.111.87.2,155385006,503.284219,79,1,1,16,16,1,79,0,1
6,192.225.204.84,565638267,503.528907,78,2,1,16,16,1,78,0,1
6,89.111.87.2,155385006,504.009006,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,504.931375,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,505.732987,80,0,1,15,16,1,80,0,1
6,89.111.87.2,155385006,506.572711,80,0,1,16,16,1,80,0,1
6,192.225.220.151,930277406,507.117606,80,0,1,16,16,1,80,0,1
6,45.133.67.212,467873956,507.327672,78,2,1,16,16,1,78,0,1
6,89.111.87.2,155385006,507.368092,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,508.253503,79,1,1,16,16,1,79,0,1
6,89.111.87.2,155385006,509.050928,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,509.910401,80,0,1,15,16,1,80,0,1
6,89.111.87.2,155385006,510.666021,80,0,1,16,16,1,80,0,1
6,185.90.15.6,894986908,510.790095,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,511.411054,78,2,1,16,16,1,78,0,1
6,89.111.87.2,155385006,512.068361,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,512.814077,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,513.549216,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,514.12802,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,514.909606,80,0,1,16,16,1,80,0,1
6,121.199.106.53,220623613,515.625261,79,1,1,16,5,1,79,0,1
6,89.111.87.2,155385006,515.749369,80,0,1,16,16,1,80,0,1
6,175.132.156.143,456931308,516.083658,80,0,1,15,1,1,80,0,1
6,89.111.87.2,155385006,516.607934,79,1,1,16,16,1,79,0,1
6,103.215.227.27,766252695,517.045822,80,0,1,16,16,1,80,0,1
6,14.98.182.248,613261125,517.092915,80,0,1,16,16,1,80,0,1
6,89.111.87.2,155385006,517.387047,80,0,1,16,16,1,80,0,1
6,192.225.220.151,930277406,517.529535,80,0,1,16,16,1,80,0,1
6,79.104.110.48,1051339759,520.117134,80,0,1,16,1,1,80,0,1
6,192.225.204.84,565638267,522.806723,79,1,1,16,16,1,79,0,1
6,185.183.30.113,754698047,524.151641,79,1,1,16,16,1,79,0,1
6,128.56.29.95,850797368,524.227641,80,0,1,16,15,1,79,0,1
6,175.158.154.221,822955710,525.243545,79,1,1,16,1,1,79,0,1
6,192.225.220.151,930277406,527.610965,80,0,1,16,16,1,80,0,1
6,45.155.246.52,808319281,530.701274,78,2,1,16,16,1,72,0,1
6,45.157.155.79,47353260,530.820732,78,2,1,16,1,1,75,0,1
6,187.189.96.81,471180829,532.742537,80,0,1,16,1,1,80,0,1
6,101.122.167.234,834312522,534.695551,80,0,1,16,1,1,80,0,1
6,222.92.102.64,596955912,534.865203,78,2,1,16,1,1,77,0,1
6,104.79.83.78,66433868,535.117954,80,0,1,16,16,1,79,0,1
6,58.44.166.53,201152405,538.848185,78,2,1,15,1,1,76,0,1
6,192.225.220.151,930277406,539.766476,80,0,1,15,16,1,80,0,1
6,192.225.204.84,565638267,546.475669,77,3,1,16,16,1,77,0,1
6,134.161.47.196,955916633,546.734565,79,1,1,16,1,1,77,0,1
6,77.132.141.173,116831898,548.981404,79,1,1,16,1,1,77,0,1
6,50.100.221.120,62622749,550.535169,79,1,1,16,16,1,79,0,1
6,192.225.220.151,930277406,551.071454,80,0,1,16,16,1,80,0,1
6,141.98.36.248,695960793,555.235986,80,0,1,16,15,1,80,0,1
6,192.225.220.151,930277406,560.330089,80,0,1,16,16,1,80,0,1
6,146.134.94.95,309929353,562.174044,80,0,1,16,1,1,80,0,1
6,185.90.15.6,894986908,565.158998,80,0,1,16,16,1,80,0,1
6,223.247.254.23,1008878424,565.303687,80,0,1,16,1,1,80,0,1
6,124.76.241.25,145804275,565.572735,79,1,1,16,16,1,79,0,1
6,45.155.133.176,180031196,567.429343,79,1,1,16,16,1,79,0,1
6,192.225.204.84,565638267,567.879374,79,1,1,16,16,1,79,0,1
6,192.225.220.151,930277406,570.985945,80,0,1,16,16,1,80,0,1
6,175.158.154.221,822955710,573.345709,78,2,1,16,1,1,78,0,1
6,45.155.246.52,808319281,573.423692,77,3,1,16,16,1,75,0,1
6,165.124.3.187,186193821,574.452718,79,1,1,16,1,1,79,0,1
6,51.33.103.18,356032643,578.777848,79,1,1,16,1,1,79,0,1
6,192.225.220.97,560810841,579.639681,80,0,1,16,16,1,80,0,1
6,89.79.153.233,542192115,580.542969,80,0,1,14,1,1,73,0,1
6,122.28.177.29,547005997,582.222795,79,1,1,16,1,1,79,0,1
6,118.3.51.93,214099832,583.330774,80,0,1,16,16,1,80,0,1
6,192.225.220.151,930277406,584.581717,80,0,1,16,16,1,80,0,1
6,167.89.255.165,120894395,587.627526,80,0,1,16,1,1,80,0,1
6,192.225.204.84,565638267,588.639188,80,0,1,16,16,1,80,0,1
6,64.159.20.28,830274231,591.344779,76,4,1,16,1,1,74,0,1
6,192.225.220.97,560810841,591.43246,80,0,1,16,16,1,80,0,1
6,199.60.14.9,223649941,592.758959,80,0,1,16,16,1,80,0,1
6,192.225.220.151,930277406,596.085899,80,0,1,16,16,1,80,0,1
6,193.81.224.24,75566609,596.240218,80,0,1,16,1,1,80,0,1
6,45.157.155.79,47353260,596.573743,80,0,1,16,1,1,80,0,1
6,195.57.12.172,1065409226,599.913116,80,0,1,16,1,1,80,0,1
6,192.225.220.97,560810841,600.311515,80,0,1,16,16,1,80,0,1
6,37.189.188.18,923725621,603.717098,80,0,1,16,16,1,80,0,1
6,103.168.16.246,696793617,603.723456,78,2,1,16,16,1,78,0,1
6,165.124.3.187,186193821,603.852225,76,4,1,16,1,1,74,0,1
6,201.123.74.167,145008518,605.287641,80,0,1,16,16,1,80,0,1
6,185.183.30.113,754698047,606.11468,80,0,1,16,16,1,80,0,1
6,178.73.216.89,807157793,606.174834,79,1,1,16,16,1,79,0,1
6,14.98.182.248,613261125,607.016751,80,0,1,16,16,1,80,0,1
6,192.225.220.151,930277406,607.120622,80,0,1,15,15,1,80,0,1
6,178.254.24.234,474725756,607.98062,80,0,1,15,1,1,78,0,1
6,45.158.249.170,984363,609.363971,78,2,1,16,12,1,78,0,1
6,192.225.220.97,560810841,610.318484,80,0,1,16,16,1,80,0,1
6,114.230.7.171,1040634059,611.231954,80,0,1,16,1,1,80,0,1
6,178.254.87.126,631545159,612.524771,77,3,1,16,16,1,74,0,1
6,192.225.204.84,565638267,613.100158,79,1,1,15,16,1,79,0,1
6,192.225.220.151,930277406,617.522392,79,1,1,16,16,1,79,0,1
6,45.155.246.52,808319281,617.766098,77,3,1,16,15,1,72,0,1
6,192.225.220.97,560810841,621.902728,80,0,1,16,16,1,80,0,1
6,175.158.154.221,822955710,622.145013,80,0,1,16,1,1,80,0,1
6,46.100.135.159,440874733,624.312095,78,2,1,16,1,1,73,0,1
6,192.225.220.151,930277406,626.695095,80,0,1,16,16,1,80,0,1
6,195.156.45.89,689143779,627.28488,79,1,1,15,1,1,78,0,1
6,202.157.241.76,1071069974,630.889428,80,0,1,16,16,1,80,0,1
6,192.225.204.84,565638267,631.352997,76,4,1,15,16,1,76,0,1
6,192.225.220.97,560810841,632.836943,80,0,1,15,16,1,80,0,1
6,134.161.47.196,955916633,633.138117,79,1,1,15,1,1,78,0,1
6,185.90.15.6,894986908,635.867692,80,0,1,16,16,1,80,0,1
6,192.225.220.151,930277406,636.824336,80,0,1,15,16,1,80,0,1
6,216.203.115.61,1071852081,636.963287,80,0,1,16,16,1,79,0,1
6,45.157.155.79,47353260,637.755082,80,0,1,16,1,1,78,0,1
6,45.8.194.156,1073074839,641.885611,79,1,1,16,1,1,78,0,1
6,190.251.140.230,841090343,642.437384,78,2,1,15,16,1,78,0,1
6,192.225.220.97,560810841,644.187571,80,0,1,16,16,1,80,0,1
6,219.74.173.94,89508302,644.694401,80,0,1,16,1,1,80,0,1
6,192.225.220.151,930277406,646.889752,80,0,1,16,16,1,80,0,1
6,101.122.167.234,834312522,648.394087,78,2,1,16,1,1,77,0,1
6,192.225.204.84,565638267,651.728851,77,3,1,16,16,1,77,0,1
6,104.22.84.103,533080696,654.267313,79,1,1,16,1,1,78,0,1
6,157.134.22.140,396045575,654.623268,80,0,1,16,1,1,80,0,1
6,121.135.229.9,701883902,655.626353,80,0,1,16,16,1,80,0,1
6,167.89.255.165,120894395,655.775232,79,1,1,16,1,1,78,0,1
6,103.134.228.73,741095862,655.879588,80,0,1,16,16,1,80,0,1
6,192.225.220.97,560810841,657.538706,80,0,1,16,16,1,80,0,1
6,192.225.220.151,930277406,657.574191,80,0,1,16,16,1,80,0,1
6,45.155.246.52,808319281,658.796434,78,2,1,16,16,1,71,0,1
6,45.155.133.176,180031196,658.814049,80,0,1,16,16,1,80,0,1
6,47.140.85.107,943046654,661.615802,80,0,1,16,15,1,80,0,1
6,47.140.85.107,943046654,662.268095,80,0,1,16,16,1,80,0,1
6,161.3.10.34,205809838,662.963328,79,1,1,16,16,1,78,0,1
6,47.140.85.107,943046654,663.185326,80,0,1,16,16,1,80,0,1
6,175.158.154.221,822955710,664.185883,80,0,1,16,1,1,80,0,1
6,47.140.85.107,943046654,664.280526,80,0,1,16,16,1,80,0,1
6,47.140.85.107,943046654,665.568316,80,0,1,16,16,1,80,0,1
6,47.140.85.107,943046654,666.563675,80,0,1,16,16,1,80,0,1
6,192.225.220.97,560810841,667.246197,80,0,1,16,16,1,80,0,1
6,47.140.85.107,943046654,667.736418,80,0,1,16,16,1,80,0,1
6,47.140.85.107,943046654,669.011615,80,0,1,16,16,1,80,0,1
6,77.132.141.173,116831898,669.277713,79,1,1,16,1,1,79,0,1
6,192.225.220.151,930277406,669.385003,80,0,1,16,16,1,80,0,1
6,47.140.85.107,943046654,669.948167,80,0,1,16,16,1,80,0,1
6,47.140.85.107,943046654,671.036714,80,0,1,16,16,1,80,0,1
6,192.225.204.84,565638267,671.784355,79,1,1,16,16,1,79,0,1
6,47.140.85.107,943046654,672.01896,80,0,1,16,16,1,80,0,1
6,185.183.30.113,754698047,672.941786,80,0,1,16,16,1,80,0,1
6,47.140.85.107,943046654,673.167782,80,0,1,16,16,1,80,0,1
6,47.140.85.107,943046654,674.050989,80,0,1,16,16,1,80,0,1
6,45.157.155.79,47353260,674.990101,80,0,1,16,1,1,80,0,1
6,47.140.85.107,943046654,675.120459,80,0,1,15,16,1,80,0,1
6,192.225.221.240,693190812,676.058289,79,1,1,16,16,1,79,0,1
6,47.140.85.107,943046654,676.161843,80,0,1,16,16,1,80,0,1
6,47.140.85.107,943046654,677.368711,80,0,1,16,16,1,80,0,1
6,192.225.220.97,560810841,677.931225,80,0,1,16,16,1,80,0,1
6,161.96.183.165,235493331,680.130824,78,2,1,16,1,1,78,0,1
6,192.225.220.151,930277406,680.31621,80,0,1,16,16,1,80,0,1
6,134.161.193.6,277620509,680.317433,79,1,1,16,1,1,79,0,1
6,165.124.3.187,186193821,680.434427,80,0,1,16,1,1,79,0,1
6,104.79.83.78,66433868,681.169728,79,1,1,16,16,1,79,0,1
6,75.148.119.189,289961878,681.494543,78,2,1,16,16,1,75,0,1
6,14.98.182.248,613261125,683.236303,80,0,1,16,16,1,80,0,1
6,198.125.67.229,330197236,684.041468,79,1,1,16,16,1,79,0,1
6,175.158.154.221,822955710,688.807074,80,0,1,16,1,1,80,0,1
6,121.135.229.9,701883902,690.125851,80,0,1,16,16,1,80,0,1
6,192.225.220.97,560810841,690.724382,80,0,1,16,15,1,80,0,1
6,122.153.231.0,552411067,692.54066,79,1,1,16,1,1,79,0,1
6,192.225.220.151,930277406,693.163881,80,0,1,16,16,1,80,0,1
6,192.225.204.84,565638267,693.738974,78,2,1,16,16,1,78,0,1
6,51.33.103.18,356032643,693.898288,79,1,1,15,1,1,79,0,1
6,46.100.135.159,440874733,694.270029,80,0,1,16,1,1,79,0,1
6,192.225.205.36,1030648720,694.637165,79,1,1,16,16,1,79,0,1
6,45.155.246.52,808319281,698.947844,78,2,1,15,16,1,76,0,1
6,192.225.221.240,693190812,700.209057,80,0,1,16,15,1,80,0,1
6,192.225.220.97,560810841,700.249025,80,0,1,16,16,1,80,0,1
6,45.157.155.79,47353260,700.449428,79,1,1,16,1,1,79,0,1
6,167.89.255.165,120894395,701.421931,77,3,1,16,1,1,74,0,1
6,159.94.12.113,961972891,702.259794,79,1,1,16,1,1,79,0,1
6,142.173.12.42,226332917,704.462578,77,3,1,16,16,1,77,0,1
6,192.225.220.151,930277406,704.95686,80,0,1,16,16,1,80,0,1
6,139.189.82.248,216546338,706.140993,79,1,1,16,16,1,72,0,1
6,116.185.235.87,330173785,707.571634,79,1,1,16,1,1,77,0,1
6,185.90.15.6,894986908,708.911985,80,0,1,16,16,1,80,0,1
6,64.156.168.65,743539586,709.579143,79,1,1,16,1,1,79,0,1
6,192.225.220.97,560810841,709.76193,80,0,1,16,16,1,80,0,1
6,89.111.90.42,541498338,713.824423,79,1,1,16,16,1,78,0,1
6,192.225.204.84,565638267,715.777925,78,2,1,16,16,1,78,0,1
6,192.225.220.151,930277406,715.868014,80,0,1,16,16,1,80,0,1
6,199.60.14.9,223649941,718.510096,80,0,1,16,15,1,80,0,1
6,61.252.187.133,113563573,719.617649,80,0,1,16,1,1,80,0,1
6,154.236.95.198,729054196,721.123381,79,1,1,16,16,1,79,0,1
6,167.147.102.189,204095839,721.168933,78,2,1,16,16,1,77,0,1
6,61.252.187.133,113563573,721.318097,80,0,1,16,1,1,80,0,1
6,14.167.155.8,921768834,722.23635,80,0,1,15,1,1,80,0,1
6,61.252.187.133,113563573,722.415797,80,0,1,16,1,1,79,0,1
6,192.225.220.97,560810841,722.511072,80,0,1,16,16,1,80,0,1
6,128.56.79.245,179455678,722.834071,80,0,1,16,1,1,80,0,1
6,61.252.187.133,113563573,723.544815,80,0,1,16,1,1,79,0,1
6,192.225.220.151,930277406,723.779972,80,0,1,16,16,1,80,0,1
6,192.225.221.240,693190812,724.152928,80,0,1,16,16,1,80,0,1
6,157.152.245.27,852309134,724.622575,80,0,1,16,1,1,80,0,1
6,220.28.227.11,908893978,724.763991,80,0,1,16,16,1,80,0,1
6,175.158.154.221,822955710,724.825963,80,0,1,16,1,1,80,0,1
6,61.252.187.133,113563573,725.001857,80,0,1,16,1,1,79,0,1
6,124.76.241.25,145804275,725.046837,80,0,1,16,16,1,80,0,1
6,173.143.245.179,402833721,725.224771,79,1,1,16,15,1,78,0,1
6,61.252.187.133,113563573,726.963488,79,1,1,16,1,1,79,0,1
6,61.252.187.133,113563573,728.243546,80,0,1,16,1,1,80,0,1
6,121.135.229.9,701883902,728.912821,80,0,1,15,16,1,80,0,1
6,61.252.187.133,113563573,729.710914,79,1,1,15,1,1,79,0,1
6,162.159.77.152,133068839,731.136391,80,0,1,16,1,1,80,0,1
6,134.161.163.164,457740792,731.146536,79,1,1,16,1,1,79,0,1
6,192.225.205.36,1030648720,731.505303,79,1,1,16,16,1,79,0,1
6,61.252.187.133,113563573,731.549912,80,0,1,16,1,1,80,0,1
6,61.252.187.133,113563573,732.980426,78,2,1,16,1,1,78,0,1
6,45.157.155.79,47353260,733.160105,80,0,1,16,1,1,80,0,1
6,61.252.187.133,113563573,734.387144,79,1,1,16,1,1,79,0,1
6,192.225.220.151,930277406,734.465533,80,0,1,16,16,1,80,0,1
6,192.225.220.97,560810841,734.775619,80,0,1,16,16,1,80,0,1
6,61.252.187.133,113563573,735.620789,80,0,1,15,1,1,80,0,1
6,201.123.74.167,145008518,735.710987,77,3,1,16,16,1,77,0,1
6,165.124.3.187,186193821,736.805618,80,0,1,16,1,1,75,0,1
6,61.252.187.133,113563573,737.924637,80,0,1,16,1,1,80,0,1
6,45.155.246.52,808319281,739.41419,77,3,1,16,15,1,74,0,1
6,192.225.204.84,565638267,739.433356,80,0,1,16,16,1,80,0,1
6,61.252.187.133,113563573,740.768252,78,2,1,16,1,1,78,0,1
6,45.155.133.176,180031196,740.786123,80,0,1,15,16,1,80,0,1
6,61.252.187.133,113563573,742.554424,79,1,1,16,1,1,79,0,1
6,134.161.47.196,955916633,743.841376,80,0,1,16,1,1,80,0,1
6,192.225.221.240,693190812,743.984693,79,1,1,16,16,1,79,0,1
6,192.225.220.151,930277406,744.126289,80,0,1,16,16,1,80,0,1
6,61.252.187.133,113563573,744.226788,80,0,1,16,1,1,80,0,1
6,14.167.155.8,921768834,744.774577,80,0,1,16,1,1,80,0,1
6,192.225.220.97,560810841,745.345243,80,0,1,16,16,1,80,0,1
6,61.252.187.133,113563573,745.999065,78,2,1,16,1,1,78,0,1
6,141.98.36.248,695960793,747.611956,80,0,1,16,16,1,80,0,1
6,61.252.187.133,113563573,749.533116,80,0,1,16,1,1,80,0,1
6,61.252.187.133,113563573,751.792936,79,1,1,16,1,1,79,0,1
6,206.255.130.167,214999007,753.207242,79,1,1,16,1,1,79,0,1
6,61.252.187.133,113563573,754.029812,80,0,1,16,1,1,80,0,1
6,178.73.216.89,807157793,754.649727,78,2,1,16,16,1,78,0,1
6,61.252.187.133,113563573,755.528643,78,2,1,16,1,1,78,0,1
6,192.225.220.97,560810841,755.684041,80,0,1,16,16,1,80,0,1
6,45.252.16.195,135166219,756.451581,80,0,1,16,15,1,80,0,1
6,61.252.187.133,113563573,757.092899,80,0,1,16,1,1,80,0,1
6,167.89.255.165,120894395,757.313164,78,2,1,16,1,1,78,0,1
6,61.252.187.133,113563573,758.938228,80,0,1,16,1,1,80,0,1
6,104.22.84.103,533080696,759.832102,80,0,1,15,1,1,80,0,1
6,61.252.187.133,113563573,760.56272,78,2,1,16,5,1,75,0,1
6,60.91.171.96,1066448140,761.502434,80,0,1,16,1,1,80,0,1
6,189.211.163.195,622899234,762.269269,79,1,1,16,1,1,79,0,1
6,61.252.187.133,113563573,762.852404,80,0,1,16,1,1,80,0,1
6,121.135.229.9,701883902,764.338984,80,0,1,16,16,1,80,0,1
6,185.90.15.6,894986908,764.749392,80,0,1,16,15,1,80,0,1
6,61.252.187.133,113563573,765.286788,80,0,1,15,1,1,80,0,1
6,14.167.155.8,921768834,765.505967,80,0,1,15,1,1,80,0,1
6,192.225.220.97,560810841,766.5985,80,0,1,15,16,1,80,0,1
6,192.225.221.240,693190812,767.684889,80,0,1,16,16,1,80,0,1
6,61.252.187.133,113563573,768.08347,77,3,1,16,1,1,77,0,1
6,114.230.7.171,1040634059,768.299077,80,0,1,16,1,1,80,0,1
6,61.252.187.133,113563573,770.287152,79,1,1,15,1,1,79,0,1
6,194.215.36.141,494977577,771.279044,78,2,1,16,1,1,76,0,1
6,185.183.30.113,754698047,771.746884,80,0,1,16,16,1,79,0,1
6,61.252.187.133,113563573,772.08562,79,1,1,16,1,1,79,0,1
6,61.252.187.133,113563573,773.738495,80,0,1,16,1,1,80,0,1
6,192.225.205.36,1030648720,774.715347,80,0,1,16,16,1,80,0,1
6,61.252.187.133,113563573,775.53006,80,0,1,16,1,1,80,0,1
6,192.225.220.97,560810841,776.289921,80,0,1,16,16,1,80,0,1
6,61.252.187.133,113563573,777.27439,80,0,1,16,1,1,80,0,1
6,190.251.140.230,841090343,778.215146,77,3,1,16,16,1,76,0,1
6,46.100.135.159,440874733,778.279252,79,1,1,16,1,1,78,0,1
6,61.252.187.133,113563573,778.695662,80,0,1,16,1,1,80,0,1
6,61.252.187.133,113563573,780.251965,76,4,1,16,1,1,71,0,1
6,178.22.115.174,17221697,780.854557,80,0,1,16,1,1,80,0,1
6,14.167.155.8,921768834,780.920879,80,0,1,16,1,1,80,0,1
6,61.252.187.133,113563573,782.583482,79,1,1,16,1,1,76,0,1
6,45.157.155.79,47353260,782.71844,80,0,1,15,1,1,80,0,1
6,37.189.188.18,923725621,783.26424,80,0,1,16,16,1,80,0,1
6,159.204.125.227,1005054535,783.27836,79,1,1,15,1,1,79,0,1
6,175.158.154.221,822955710,784.114911,79,1,1,16,1,1,78,0,1
6,61.252.187.133,113563573,786.668425,77,3,1,16,1,1,77,0,1
6,192.225.221.240,693190812,787.371705,80,0,1,16,16,1,80,0,1
6,192.225.220.97,560810841,788.209123,80,0,1,15,16,1,80,0,1
6,61.252.187.133,113563573,789.24814,78,2,1,15,1,1,78,0,1
6,178.254.24.234,474725756,789.27544,76,4,1,16,1,1,74,0,1
6,61.252.187.133,113563573,790.939028,79,1,1,16,4,1,76,0,1
6,77.132.141.173,116831898,791.326565,80,0,1,16,1,1,80,0,1
6,223.247.254.13,1050721267,794.971783,80,0,1,16,1,1,79,0,1
6,71.6.22.22,924550376,795.632282,80,0,1,16,16,1,78,0,1
6,104.79.83.78,66433868,796.58692,78,2,1,16,16,1,78,0,1
6,2604:9518:274:C630:3F9F:C41:FE51:8FC6,1011938679,797.324842,80,0,1,16,1,1,80,0,1
6,192.225.220.97,560810841,799.257945,80,0,1,16,16,1,80,0,1
6,122.153.202.181,1051069570,799.504783,78,2,1,16,15,1,78,0,1
6,216.203.115.58,520326675,801.015705,79,1,1,16,16,1,79,0,1
6,121.135.229.9,701883902,801.975393,80,0,1,16,16,1,80,0,1
6,192.225.221.240,693190812,807.773401,80,0,1,15,15,1,80,0,1
6,223.247.254.23,1008878424,809.255435,79,1,1,16,1,1,78,0,1
6,45.157.155.79,47353260,811.740707,80,0,1,15,1,1,80,0,1
6,222.92.102.64,596955912,812.693906,79,1,1,16,1,1,78,0,1
6,103.179.161.224,409260883,812.835597,80,0,1,16,1,1,80,0,1
6,192.225.220.97,560810841,813.215604,80,0,1,16,16,1,80,0,1
6,146.54.199.27,690315188,813.332097,76,4,1,16,16,1,76,0,1
6,146.54.199.27,690315188,814.948047,80,0,1,16,16,1,80,0,1
6,146.54.199.27,690315188,816.253426,80,0,1,16,15,1,80,0,1
6,146.54.199.27,690315188,817.720992,80,0,1,16,16,1,80,0,1
6,146.54.199.27,690315188,818.892615,80,0,1,16,16,1,80,0,1
6,61.252.187.133,113563573,819.323914,80,0,1,16,1,1,80,0,1
6,146.54.199.27,690315188,820.226981,80,0,1,16,16,1,80,0,1
6,51.33.103.18,356032643,820.74654,80,0,1,16,1,1,80,0,1
6,192.225.205.36,1030648720,821.671498,79,1,1,16,16,1,79,0,1
6,14.167.155.8,921768834,822.279797,80,0,1,16,1,1,80,0,1
6,192.225.220.97,560810841,824.118962,80,0,1,16,16,1,80,0,1
6,61.252.187.133,113563573,824.130047,78,2,1,16,1,1,78,0,1
6,134.161.47.196,955916633,826.080862,80,0,1,16,1,1,80,0,1
6,61.252.187.133,113563573,826.620856,79,1,1,16,1,1,79,0,1
6,61.252.187.133,113563573,828.82624,80,0,1,16,1,1,80,0,1
6,175.158.154.221,822955710,829.274881,80,0,1,16,1,1,80,0,1
6,199.60.14.9,223649941,829.402872,79,1,1,16,16,1,79,0,1
6,193.81.224.24,75566609,829.921117,80,0,1,16,1,1,79,0,1
6,192.225.221.240,693190812,830.649132,79,1,1,16,16,1,79,0,1
6,61.252.187.133,113563573,830.690453,78,2,1,16,1,1,77,0,1
6,61.252.187.133,113563573,832.279499,80,0,1,16,1,1,79,0,1
6,192.225.220.97,560810841,833.196808,80,0,1,16,16,1,80,0,1
6,185.90.15.6,894986908,833.525555,80,0,1,15,16,1,80,0,1
6,61.252.187.133,113563573,834.144523,79,1,1,16,1,1,79,0,1
6,45.155.246.52,808319281,835.059662,79,1,1,16,16,1,74,0,1
6,121.135.229.9,701883902,835.175491,80,0,1,16,16,1,80,0,1
6,61.252.187.133,113563573,835.882518,80,0,1,15,1,1,80,0,1
6,45.155.133.176,180031196,836.420617,79,1,1,16,16,1,79,0,1
6,61.252.187.133,113563573,837.554798,80,0,1,16,1,1,80,0,1
6,89.111.81.25,511407555,837.879117,80,0,1,16,16,1,80,0,1
6,167.71.196.248,671742841,838.105247,80,0,1,16,1,1,80,0,1
6,89.111.81.25,511407555,838.91649,80,0,1,16,16,1,80,0,1
6,61.252.187.133,113563573,839.233448,80,0,1,16,1,1,80,0,1
6,89.111.81.25,511407555,839.775411,80,0,1,16,16,1,80,0,1
