protocol,IP,ID,Time,F_Pck,B_Pck,B_Hash_IP,B_Hash_port,F_TCP_S,B_TCP_S,Label22
6,5.104.164.215,546350386,813.242392,0,80,14,14,0,0,0
6,103.60.184.30,915735767,813.268331,80,0,1,1,0,0,0
6,2001:3E04:2BD:20D1:CC80:F65E:3CED:E573,548614336,813.291685,61,19,1,2,0,0,0
6,13.35.86.110,974617100,813.314389,71,9,2,3,0,1,0
6,192.168.26.44,2080999953,99.888698,80,0,15,15,80,0,3
6,163.169.190.151,670561841,813.345836,10,70,6,3,0,0,0
6,13.35.86.110,974617100,813.47278,78,2,1,1,0,0,0
6,163.169.56.87,513419198,813.486603,60,20,2,2,0,0,0
6,133.250.177.193,163184790,813.497431,80,0,2,16,0,0,0
6,163.169.190.151,670561841,813.503863,3,77,2,1,0,0,0
6,185.221.109.25,622459543,813.558161,45,35,1,1,0,0,0
6,133.250.177.222,880777908,813.565952,80,0,2,16,0,0,0
6,203.178.135.82,659126397,813.571876,39,41,16,14,0,0,0
6,192.168.26.44,2080999953,99.903914,80,0,15,15,80,0,3
6,133.250.177.207,444393821,813.663546,80,0,2,16,0,0,0
6,163.169.98.252,487070549,813.76743,0,80,1,1,0,0,0
6,13.35.86.110,974617100,813.770601,73,7,1,1,0,0,0
6,163.169.190.151,670561841,813.791934,9,71,1,1,0,0,0
6,60.176.74.197,308804280,813.807018,20,60,1,1,0,0,0
6,31.207.94.14,539270999,813.834058,65,15,8,10,0,0,0
6,165.217.222.87,289887308,813.896582,0,80,8,1,0,0,0
6,13.98.72.52,967522168,813.935933,35,45,3,15,0,7,0
6,5.104.164.215,546350386,813.964224,0,80,14,13,0,0,0
6,163.169.56.87,513419198,813.996696,62,18,2,2,0,0,0
6,203.178.135.82,659126397,814.047948,46,34,16,16,0,0,0
6,133.250.177.199,17645795,814.053419,77,3,5,16,0,1,0
6,203.178.143.239,925932941,814.145097,36,44,14,10,1,7,0
6,13.35.86.110,974617100,814.14713,73,7,1,1,0,0,0
6,163.169.190.151,670561841,814.247563,6,74,1,1,0,0,0
6,198.54.136.87,531980987,814.287089,77,3,16,16,0,0,0
6,192.168.26.44,2080999953,99.979837,80,0,15,15,80,0,3
6,163.169.56.87,513419198,814.297466,66,14,2,3,0,0,0
6,60.176.74.197,308804280,814.336543,13,67,1,1,0,0,0
6,13.35.86.110,974617100,814.376981,69,11,1,1,0,0,0
6,163.169.190.151,670561841,814.390462,10,70,1,1,0,0,0
6,192.168.26.44,2080999953,100.131955,80,0,15,15,80,0,3
6,5.104.164.215,546350386,814.542679,0,80,14,14,0,0,0
6,2001:3E04:2BD:305E:3469:1D88:D655:CCF9,667765584,814.544392,0,80,1,1,0,0,0
6,203.178.135.82,659126397,814.545756,47,33,16,14,0,0,0
6,68.91.121.127,717094537,814.54653,27,53,1,1,0,0,0
6,162.206.12.38,288313812,814.560142,61,19,15,15,21,0,0
6,13.35.86.110,974617100,814.605807,75,5,1,1,0,0,0
6,163.169.190.151,670561841,814.624123,4,76,1,1,0,0,0
6,163.169.56.87,513419198,814.660743,42,38,2,3,0,0,0
6,60.176.74.197,308804280,814.721572,36,44,1,1,0,0,0
6,140.240.44.205,255906819,814.762087,79,1,15,4,79,0,0
6,133.250.177.217,608971408,814.774371,78,2,3,16,0,1,0
6,133.250.177.210,571139142,814.775978,80,0,1,16,0,0,0
6,133.250.177.219,524987412,814.777399,80,0,1,16,0,0,0
6,126.189.107.82,672800617,814.830628,26,54,1,1,0,0,0
6,2403:7FF4:EF1:383A:D183:F5BE:F1:25,93606319,814.854256,80,0,1,5,0,0,0
6,192.168.26.44,2080999953,100.238732,80,0,15,15,80,0,3
6,13.35.86.110,974617100,814.96352,75,5,1,1,0,0,0
6,163.169.190.151,670561841,814.977154,6,74,1,1,0,0,0
6,94.118.23.187,979276236,814.985099,0,80,3,1,0,0,0
6,133.201.223.171,36143539,815.008881,80,0,1,1,0,0,0
6,165.124.226.8,238589181,815.031238,45,35,1,1,0,0,0
6,163.169.56.87,513419198,815.056582,66,14,2,2,0,0,0
6,5.104.164.215,546350386,815.151271,0,80,14,13,0,0,0
6,203.178.135.82,659126397,815.154633,43,37,16,15,0,1,0
6,60.176.74.197,308804280,815.241866,13,67,1,1,0,0,0
6,103.60.184.30,915735767,815.276054,80,0,1,1,0,0,0
6,202.230.216.36,711093749,815.280431,0,80,3,3,0,79,0
6,13.116.170.28,143218946,815.295248,0,80,2,2,0,0,0
6,203.178.135.82,659126397,815.40187,47,33,16,14,0,0,0
6,192.168.26.44,2080999953,100.311015,80,0,15,15,80,0,3
6,13.35.86.110,974617100,815.445059,70,10,1,1,0,0,0
6,163.169.190.151,670561841,815.461204,9,71,1,1,0,0,0
6,133.201.223.171,36143539,815.465552,80,0,1,1,0,0,0
6,133.250.177.203,147630224,815.497044,62,18,2,16,0,18,0
6,133.227.146.89,752019667,815.569515,80,0,2,1,0,0,0
6,61.252.187.133,113563573,815.644962,76,4,16,2,69,0,0
6,203.178.132.76,385599130,815.701808,28,52,10,9,0,3,0
6,192.168.26.44,2080999953,100.415874,80,0,15,15,80,0,3
6,13.35.86.110,974617100,815.733559,75,5,1,1,0,0,0
6,5.104.164.215,546350386,815.762144,0,80,13,12,0,0,0
6,203.178.135.82,659126397,815.769813,38,42,16,16,0,1,0
6,163.169.190.151,670561841,815.78482,9,71,1,1,0,0,0
6,3.55.162.123,684317697,815.910489,34,46,1,1,0,0,0
6,163.169.98.252,487070549,816.073177,0,80,1,1,0,0,0
6,170.61.187.8,26184178,816.136955,80,0,16,5,79,0,0
6,13.35.86.110,974617100,816.148963,64,16,1,1,0,0,0
6,163.169.190.151,670561841,816.181312,13,67,1,1,0,0,0
6,103.82.12.28,847628107,816.224451,22,58,1,1,0,0,0
6,202.47.83.183,49816394,816.236484,4,76,13,15,0,11,0
6,192.168.26.44,2080999953,116.518667,80,0,15,15,80,0,3
6,203.178.135.82,659126397,816.281846,35,45,16,14,0,0,0
6,5.104.164.215,546350386,816.302819,0,80,14,13,0,0,0
6,163.169.158.217,621294790,816.342031,40,40,15,2,1,0,0
6,133.250.177.200,521807037,816.370077,78,2,3,16,0,0,0
6,203.178.132.69,927430286,816.371451,14,66,9,16,0,1,0
6,13.116.170.28,143218946,816.398513,0,80,1,1,0,0,0
6,163.169.191.111,701953007,816.429317,38,42,7,1,0,0,0
6,167.80.93.97,1029308445,816.463705,48,32,1,1,0,0,0
6,163.169.56.87,513419198,816.625206,60,20,2,2,0,0,0
6,133.201.223.171,36143539,816.639435,80,0,1,1,0,0,0
6,13.98.142.175,842900531,816.641737,38,42,1,1,0,0,0
6,171.86.235.132,1011264063,816.686259,80,0,3,1,80,0,0
6,203.178.135.82,659126397,816.692716,40,40,16,14,0,1,0
6,5.104.164.215,546350386,816.765613,0,80,13,13,0,0,0
6,13.116.170.28,143218946,816.910544,0,80,1,1,0,0,0
6,203.178.135.82,659126397,817.006102,27,53,16,14,0,1,0
6,133.250.177.211,829740347,817.015906,80,0,2,16,0,0,0
6,163.169.246.41,222757857,817.058129,25,55,16,2,1,0,0
6,157.85.187.255,508012782,817.080553,38,42,1,1,0,0,0
6,133.227.2.0,1039276316,817.110772,80,0,1,7,0,0,0
6,133.201.223.171,36143539,817.146588,80,0,1,1,0,0,0
6,133.250.177.221,1006726451,817.218629,80,0,3,16,0,0,0
6,2400:5995:2DB7:27D3:47C8:DD4:5BB7:641,1046123743,817.279024,21,59,1,1,0,0,0
6,203.178.135.82,659126397,817.299332,33,47,13,11,0,0,0
6,34.37.53.54,593246290,817.329538,49,31,1,1,0,0,0
6,133.250.177.192,704536306,817.330776,80,0,1,16,0,0,0
6,18.43.189.174,580402706,817.378803,45,35,1,1,0,0,0
6,5.104.164.215,546350386,817.429594,0,80,14,13,0,0,0
6,126.189.107.82,672800617,817.435094,31,49,1,1,0,0,0
6,13.228.36.178,230054701,817.439264,44,36,1,1,0,0,0
6,45.19.46.31,519737037,817.451573,44,36,1,1,0,0,0
6,54.223.236.80,504806920,817.452815,30,50,1,1,0,0,0
6,203.178.135.82,659126397,817.459809,52,28,16,15,0,1,0
6,18.6.151.124,464875877,817.507924,37,43,1,1,0,0,0
6,192.168.26.44,2080999953,116.736755,80,0,15,15,80,0,3
6,18.47.229.207,705557329,817.525009,40,40,1,1,0,0,0
6,3.155.22.71,475115746,817.553419,36,44,1,1,0,0,0
6,203.178.135.82,659126397,817.57788,61,19,16,15,0,0,0
6,13.230.167.37,538833197,817.589765,25,55,1,1,0,0,0
6,31.207.94.54,150288910,817.590908,51,29,3,15,0,1,0
6,103.60.184.30,915735767,817.628286,80,0,1,1,0,0,0
6,54.253.201.65,175038978,817.640948,40,40,1,1,0,0,0
6,202.235.57.116,912255370,817.651679,80,0,10,2,1,0,0
6,203.178.135.82,659126397,817.654127,46,34,15,14,0,0,0
6,18.6.250.205,375640718,817.65789,33,47,1,1,0,0,0
6,54.157.106.192,435792072,817.663437,36,44,1,1,0,0,0
6,23.43.136.214,352047911,817.681152,34,46,1,1,0,0,0
6,192.168.26.44,2080999953,116.850129,80,0,15,15,80,0,3
6,203.178.135.82,659126397,817.743554,40,40,16,15,0,0,0
6,133.227.106.58,211552433,817.75307,80,0,8,16,0,0,0
6,3.97.192.8,857892074,817.786921,28,52,2,2,0,0,0
6,203.178.135.82,659126397,817.826171,50,30,16,15,0,0,0
6,2001:3E04:2BD:305E:3469:1D88:D655:CCF9,667765584,817.855906,0,80,1,1,0,0,0
6,203.178.135.82,659126397,817.923179,35,45,14,13,0,0,0
6,3.173.192.45,778625220,817.954293,25,55,1,1,0,0,0
6,133.250.177.195,374167518,817.9579,80,0,1,16,0,0,0
6,211.27.5.98,36504234,817.961256,44,36,1,1,0,0,0
6,203.178.135.82,659126397,818.035175,41,39,15,15,0,0,0
6,18.86.140.7,346870249,818.053998,38,42,1,1,0,0,0
6,13.58.31.5,567830485,818.068592,36,44,1,1,0,0,0
6,5.104.164.215,546350386,818.11551,0,80,14,13,0,0,0
6,203.178.135.82,659126397,818.129897,46,34,15,14,0,0,0
6,163.169.98.252,487070549,818.185567,0,80,1,1,0,0,0
6,203.178.135.82,659126397,818.229633,44,36,15,14,0,0,0
6,118.132.13.67,689688291,818.300172,80,0,16,3,80,0,0
6,2403:7FF4:EF1:383A:D183:F5BE:F1:25,93606319,818.326303,80,0,1,5,0,0,0
6,203.178.135.82,659126397,818.34638,37,43,16,15,0,0,0
6,212.241.39.186,848338022,818.35379,44,36,14,3,28,0,0
6,192.168.26.44,2080999953,117.477995,80,0,15,15,80,0,3
6,203.178.135.82,659126397,818.432647,39,41,16,15,0,0,0
6,103.60.184.30,915735767,818.439409,80,0,1,1,0,0,0
6,54.173.12.82,785731125,818.450361,32,48,1,1,0,0,0
6,18.90.251.232,108194420,818.498041,33,47,1,1,0,0,0
6,203.178.135.82,659126397,818.517224,52,28,15,15,0,0,0
6,192.168.26.44,2080999953,123.305602,80,0,15,15,80,0,3
6,203.178.135.82,659126397,818.611952,43,37,16,15,0,0,0
6,13.116.170.28,143218946,818.621966,0,80,3,4,0,0,0
6,5.5.3.227,274736366,818.646533,38,42,1,1,0,0,0
6,61.158.82.13,844738255,818.649457,37,43,16,1,5,0,0
6,203.178.135.82,659126397,818.721482,25,55,15,15,0,0,0
6,172.126.157.203,170454525,818.762361,41,39,1,1,0,0,0
6,91.119.33.176,902797812,818.778332,0,80,1,16,0,0,0
6,5.104.164.215,546350386,818.799704,0,80,13,11,0,0,0
6,203.178.135.82,659126397,818.804948,40,40,16,15,0,0,0
6,203.178.132.76,385599130,818.824011,7,73,5,6,0,1,0
6,192.168.26.44,2080999953,123.621021,80,0,15,15,80,0,3
6,133.201.223.171,36143539,818.908201,80,0,1,1,0,0,0
6,203.178.135.82,659126397,818.970334,26,54,16,15,0,0,0
6,163.169.56.87,513419198,818.975161,44,36,2,2,0,0,0
6,153.133.51.176,471561012,819.019185,80,0,1,1,1,0,0
6,18.2.185.163,100906837,819.034676,40,40,1,1,0,0,0
6,203.178.135.82,659126397,819.097439,52,28,16,15,0,0,0
6,91.121.64.212,924132205,819.108427,28,52,15,16,0,0,0
6,192.168.26.44,2080999953,124.101356,80,0,15,15,80,0,3
6,203.178.135.82,659126397,819.237308,38,42,16,15,0,0,0
6,133.250.177.214,186931556,819.311963,79,1,3,15,0,0,0
6,5.104.164.215,546350386,819.321489,0,80,14,13,0,0,0
6,192.168.26.44,2080999953,124.227752,80,0,15,15,80,0,3
6,203.178.135.82,659126397,819.394298,42,38,16,14,0,0,0
6,133.227.106.53,205996135,819.47474,80,0,11,16,0,0,0
6,13.89.202.178,971433913,819.550452,0,80,6,12,0,0,0
6,133.250.177.204,143951698,819.576673,80,0,1,16,0,0,0
6,203.178.135.82,659126397,819.650798,40,40,16,14,0,0,0
6,54.246.19.106,337765542,819.696521,29,51,15,16,0,0,0
6,192.168.26.44,2080999953,132.446122,80,0,15,15,80,0,3
6,13.116.170.28,143218946,819.749273,0,80,1,1,0,0,0
6,192.168.26.44,2080999953,133.370913,80,0,15,15,80,0,3
6,203.178.143.239,925932941,819.769734,36,44,15,7,2,2,0
6,5.104.164.215,546350386,819.821715,0,80,13,13,0,0,0
6,203.178.135.82,659126397,819.842277,52,28,14,15,0,0,0
6,126.189.107.82,672800617,819.850207,33,47,1,1,0,0,0
6,133.250.177.220,239488883,819.901982,80,0,1,16,0,0,0
6,163.169.193.103,499446310,819.907828,41,39,6,2,0,0,0
6,133.250.177.197,162749120,819.908352,79,1,2,16,0,0,0
6,163.169.98.252,487070549,819.991356,0,80,1,1,0,0,0
6,203.178.135.82,659126397,820.04688,51,29,15,15,0,0,0
6,54.171.32.35,649571527,820.179902,36,44,1,1,0,0,0
6,185.221.109.25,622459543,820.217349,47,33,1,1,0,0,0
6,192.168.26.44,2080999953,133.780398,80,0,15,15,80,0,3
6,203.178.135.82,659126397,820.252594,35,45,16,15,0,0,0
6,163.169.56.87,513419198,820.259515,48,32,2,3,0,0,0
6,3.49.163.251,43293663,820.276536,36,44,1,1,0,0,0
6,103.60.184.30,915735767,820.294785,80,0,1,1,0,0,0
6,202.235.62.71,194981767,820.296733,80,0,8,15,0,0,0
6,45.54.162.49,307732153,820.331597,44,36,5,6,1,0,0
6,192.168.26.44,2080999953,135.232254,80,0,15,15,80,0,3
6,5.104.164.215,546350386,820.356203,0,80,14,12,0,0,0
6,60.176.74.197,308804280,820.42228,25,55,1,1,0,0,0
6,192.168.26.44,2080999953,136.628917,80,0,15,15,80,0,3
6,203.178.135.82,659126397,820.49357,40,40,16,15,0,0,0
6,117.34.246.94,971341431,820.495826,80,0,2,2,0,0,0
6,202.230.200.225,42497860,820.71125,44,36,6,16,0,18,0
6,203.178.135.82,659126397,820.73098,45,35,16,14,0,1,0
6,192.168.26.44,2080999953,138.182225,80,0,15,15,80,0,3
6,133.250.177.198,896643630,820.84777,80,0,3,16,0,0,0
6,3.129.117.197,1054815964,820.859509,48,32,1,1,0,0,0
6,163.169.56.87,513419198,820.882483,60,20,2,5,0,0,0
6,54.146.166.225,650828490,820.893912,43,37,1,1,0,0,0
6,2001:3E04:2BD:305E:3469:1D88:D655:CCF9,667765584,820.936063,0,80,1,1,0,0,0
6,203.178.135.82,659126397,820.959077,48,32,16,14,0,0,0
6,35.225.108.67,961316814,820.983046,31,49,1,1,0,0,0
6,2001:3E04:2BD:20D1:CC80:F65E:3CED:E573,548614336,820.987628,51,29,1,4,0,0,0
6,5.104.164.215,546350386,821.008268,0,80,12,12,0,0,0
6,133.250.177.201,623712314,821.064577,79,1,3,16,0,1,0
6,133.250.177.231,657760315,821.120816,0,80,1,1,0,80,0
6,203.178.135.82,659126397,821.153895,41,39,16,13,0,0,0
6,192.168.26.44,2080999953,138.257017,80,0,15,15,80,0,3
6,3.174.54.75,201177771,821.182172,29,51,1,1,0,0,0
6,60.176.74.197,308804280,821.212125,35,45,1,1,0,0,0
6,163.169.56.87,513419198,821.242696,43,37,2,4,0,0,0
6,162.110.199.139,269530659,821.251856,19,61,16,16,0,1,0
6,202.47.85.230,292248893,821.255038,53,27,5,16,0,24,0
6,203.178.132.76,385599130,821.287446,5,75,6,4,0,0,0
6,157.85.135.13,276641843,821.298134,48,32,1,1,0,0,0
6,203.178.135.82,659126397,821.395127,43,37,16,15,0,0,0
6,203.178.135.82,659126397,821.582832,40,40,16,13,0,0,0
6,5.104.164.215,546350386,821.637711,0,80,14,12,0,0,0
6,133.250.177.206,241544486,821.662604,80,0,1,16,0,0,0
6,192.168.26.44,2080999953,138.38036,80,0,15,15,80,0,3
6,163.169.56.87,513419198,821.738992,46,34,2,4,0,0,0
6,60.176.74.197,308804280,821.786647,33,47,1,1,0,0,0
6,2403:7FF4:EF1:383A:D183:F5BE:F1:25,93606319,821.817696,80,0,1,5,0,0,0
6,126.189.107.82,672800617,821.825565,24,56,1,1,0,0,0
6,172.116.58.89,59174833,821.860517,80,0,1,1,0,0,0
6,203.178.135.82,659126397,821.887475,26,54,16,15,0,1,0
6,157.85.187.209,215214237,821.919477,34,46,1,1,0,0,0
6,189.200.38.242,160894227,821.92741,72,8,16,3,6,0,0
6,2001:3342:FF8F:7B0:2E1C:FF9F:C0F0:FCAF,54141624,821.931564,80,0,11,16,0,0,0
6,34.37.53.54,593246290,822.000919,47,33,1,1,0,0,0
6,104.53.70.112,957028744,822.022891,80,0,16,5,80,0,0
6,203.178.135.82,659126397,822.11151,47,33,16,14,0,0,0
6,163.169.98.252,487070549,822.126898,0,80,1,1,0,0,0
6,133.250.177.208,639070058,822.1398,69,11,3,16,0,0,0
6,163.169.56.87,513419198,822.215289,62,18,2,4,0,0,0
6,192.168.26.44,2080999953,138.523815,80,0,15,15,80,0,3
6,5.104.164.215,546350386,822.303656,0,80,12,15,0,0,0
6,192.168.26.44,2080999953,138.697591,80,0,15,15,80,0,3
6,203.178.135.82,659126397,822.429614,40,40,15,15,0,0,0
6,103.60.184.30,915735767,822.439243,80,0,1,1,0,0,0
6,60.176.74.197,308804280,822.466767,21,59,1,1,0,0,0
6,3.174.150.178,2610473,822.476498,33,47,1,1,0,0,0
6,222.79.195.120,616905603,822.594371,39,41,1,2,0,0,0
6,13.116.75.250,152942159,822.645873,0,80,5,5,0,0,0
6,203.178.142.208,74199575,822.663466,41,39,14,2,0,0,0
6,52.64.98.85,671770671,822.676413,0,80,4,16,0,4,0
6,203.178.135.82,659126397,822.707211,45,35,16,14,0,0,0
6,163.169.56.87,513419198,822.717646,61,19,2,4,0,0,0
6,5.104.164.215,546350386,822.803701,0,80,14,13,0,0,0
6,203.178.135.34,912895386,822.823672,45,35,4,1,9,0,0
6,203.178.138.40,230122193,822.927081,38,42,5,16,0,17,0
6,60.176.74.197,308804280,822.931627,15,65,1,1,0,0,0
6,54.228.54.47,32887814,822.944081,28,52,1,1,0,0,0
6,203.178.135.82,659126397,822.969094,40,40,15,14,0,0,0
6,133.250.177.202,400549268,823.022395,79,1,3,16,0,0,0
6,192.168.26.44,2080999953,138.716073,80,0,15,15,80,0,3
6,163.169.56.87,513419198,823.111851,60,20,2,3,0,0,0
6,203.178.135.82,659126397,823.220283,53,27,16,14,0,0,0
6,192.168.26.44,2080999953,139.036715,80,0,15,15,80,0,3
6,167.80.93.97,1029308445,823.341195,52,28,1,1,0,0,0
6,5.104.164.215,546350386,823.355622,0,80,13,13,0,0,0
6,203.178.135.82,659126397,823.36,42,38,16,15,0,0,0
6,89.111.90.87,23925812,823.448747,66,14,16,16,39,0,0
6,203.178.135.82,659126397,823.455203,53,27,16,15,0,0,0
6,45.98.219.66,53077591,823.465285,80,0,16,2,79,0,0
6,60.176.74.197,308804280,823.511665,19,61,1,1,0,0,0
6,163.169.144.160,350602211,823.52925,29,51,12,2,1,1,0
6,203.178.135.82,659126397,823.562519,53,27,16,15,0,0,0
6,203.178.135.82,659126397,823.631363,49,31,15,15,0,0,0
6,18.6.227.202,992314320,823.693196,31,49,1,1,0,0,0
6,45.19.46.31,519737037,823.71026,37,43,1,1,0,0,0
6,203.178.135.82,659126397,823.710746,38,42,16,14,0,0,0
6,54.223.236.80,504806920,823.743323,40,40,1,1,0,0,0
6,3.155.22.71,475115746,823.775052,36,44,1,1,0,0,0
6,3.55.162.123,684317697,823.78804,35,45,1,1,0,0,0
6,203.178.135.82,659126397,823.791706,40,40,16,14,0,0,0
6,13.98.11.225,16739037,823.797023,34,46,1,1,0,0,0
6,3.98.183.12,343609686,823.828298,39,41,1,1,0,0,0
6,5.104.164.215,546350386,823.865988,0,80,14,14,0,0,0
6,15.37.223.64,205124117,823.872487,0,80,1,1,0,0,0
6,203.178.135.82,659126397,823.873048,46,34,16,14,0,0,0
6,163.169.98.252,487070549,823.951924,0,80,1,1,0,0,0
6,203.178.135.82,659126397,823.97651,37,43,15,14,0,1,0
6,73.142.2.60,68577802,823.979791,24,56,15,2,24,0,0
6,163.169.56.87,513419198,824.037603,51,29,2,3,0,0,0
6,203.178.135.82,659126397,824.055392,55,25,16,15,0,0,0
6,185.223.192.165,734852305,824.081709,42,38,14,16,0,0,0
6,54.157.106.192,435792072,824.090752,34,46,1,1,0,0,0
6,192.168.26.44,2080999953,139.1436,80,0,15,15,80,0,3
6,192.168.26.44,2080999953,139.212853,80,0,15,15,80,0,3
6,172.126.157.203,170454525,824.132265,56,24,1,1,0,0,0
6,104.94.29.245,907736157,5.998947,79,1,15,16,79,0,3
6,13.228.36.178,230054701,824.160585,40,40,1,1,0,0,0
6,54.245.12.48,141945809,824.16648,36,44,1,1,0,0,0
6,2001:3E04:2BD:305E:3469:1D88:D655:CCF9,667765584,824.169187,0,80,1,1,0,0,0
6,203.178.135.82,659126397,824.170779,41,39,16,15,0,0,0
6,3.97.192.8,857892074,824.171415,36,44,1,1,0,0,0
6,103.60.184.30,915735767,824.217779,80,0,1,1,0,0,0
6,211.27.5.98,36504234,824.233894,41,39,1,1,0,0,0
6,133.250.177.216,220436511,824.245634,80,0,1,16,0,0,0
6,203.178.135.82,659126397,824.268486,39,41,15,13,0,0,0
6,13.58.31.5,567830485,824.273455,42,38,1,1,0,0,0
6,18.6.151.124,464875877,824.305678,39,41,1,1,0,0,0
6,5.104.164.215,546350386,824.338169,0,80,14,15,0,0,0
6,203.178.135.82,659126397,824.384885,38,42,16,14,0,0,0
6,23.43.136.214,352047911,824.406696,34,46,1,1,0,0,0
6,46.100.135.159,440874733,824.434888,78,2,16,1,65,0,0
6,203.178.135.113,411099368,824.437056,37,43,11,16,0,3,0
6,203.178.135.82,659126397,824.495563,56,24,16,14,0,0,0
6,2403:7FF4:EF1:383A:D183:F5BE:F1:25,93606319,824.516143,80,0,1,5,0,0,0
6,163.169.56.87,513419198,824.571934,54,26,2,3,0,0,0
6,60.176.74.197,308804280,824.624206,31,49,1,1,0,0,0
6,54.253.201.65,175038978,824.632849,39,41,1,1,0,0,0
6,203.178.135.82,659126397,824.659295,28,52,16,15,0,0,0
6,45.136.52.94,259371553,32.313264,80,0,15,16,80,0,3
6,119.208.18.13,199724307,824.715934,41,39,1,1,0,0,0
6,2400:5995:2DB7:27D3:47C8:DD4:5BB7:641,1046123743,824.733601,30,50,1,1,0,0,0
6,203.178.135.82,659126397,824.831881,44,36,16,15,0,0,0
6,126.189.107.82,672800617,824.88521,28,52,1,1,0,0,0
6,5.104.164.215,546350386,824.960787,0,80,13,12,0,0,0
6,13.98.142.175,842900531,824.993771,36,44,1,1,0,0,0
6,163.169.56.87,513419198,825.009153,63,17,2,3,0,0,0
6,203.178.135.82,659126397,825.021491,45,35,16,14,0,0,0
6,18.47.229.207,705557329,825.029454,40,40,1,1,0,0,0
6,133.250.177.212,1025157443,825.076367,73,7,2,16,0,0,0
6,203.178.143.239,925932941,825.078464,37,43,14,6,0,2,0
6,60.176.74.197,308804280,825.106682,9,71,1,1,0,0,0
6,2001:3E04:2BD:20D1:CC80:F65E:3CED:E573,548614336,825.13611,55,25,1,2,0,0,0
6,91.119.33.176,902797812,825.171476,0,80,1,16,0,0,0
6,163.169.56.87,513419198,825.246821,58,22,2,3,0,0,0
6,203.178.135.82,659126397,825.275102,37,43,16,16,0,0,0
6,117.34.242.226,1069259098,825.278387,80,0,4,11,0,0,0
6,60.176.74.197,308804280,825.3142,29,51,1,1,0,0,0
6,163.169.56.87,513419198,825.469278,38,42,2,3,0,0,0
6,60.176.74.197,308804280,825.543962,49,31,1,1,0,0,0
6,203.178.135.82,659126397,825.548407,36,44,16,15,0,0,0
6,5.104.164.215,546350386,825.559101,0,80,14,12,0,0,0
6,163.169.98.252,487070549,825.776797,0,80,1,1,0,0,0
6,163.169.56.87,513419198,825.794019,51,29,2,3,0,0,0
6,203.178.135.82,659126397,825.901605,38,42,15,14,0,0,0
6,133.250.177.196,304284876,825.913567,79,1,3,16,0,0,0
6,68.91.121.127,717094537,825.976707,18,62,1,1,0,0,0
6,60.176.74.197,308804280,825.983718,19,61,1,1,0,0,0
6,103.60.184.30,915735767,826.011316,80,0,1,1,0,0,0
6,185.221.109.25,622459543,826.025457,56,24,1,1,0,0,0
6,45.147.205.23,988345635,42.0498,80,0,15,16,80,0,3
6,79.104.110.111,753853891,43.784145,79,1,15,16,79,0,3
6,163.169.56.87,513419198,826.145413,63,17,2,4,0,0,0
6,203.178.135.82,659126397,826.217045,40,40,16,14,0,0,0
6,5.104.164.215,546350386,826.233387,0,80,14,11,0,0,0
6,163.169.195.175,356255011,826.241615,39,41,15,3,2,1,0
6,202.230.219.249,238062885,826.3129,48,32,13,16,0,3,0
6,60.176.74.197,308804280,826.341982,20,60,1,1,0,0,0
6,18.6.250.205,375640718,826.365014,36,44,1,1,0,0,0
6,163.169.56.87,513419198,826.388918,58,22,2,4,0,0,0
6,3.173.192.45,778625220,826.398198,36,44,1,1,0,0,0
6,133.250.177.253,880108962,826.400341,0,80,1,1,0,80,0
6,133.250.177.215,886031194,826.479933,80,0,1,16,0,0,0
6,203.178.135.82,659126397,826.508361,42,38,15,15,0,0,0
6,163.169.98.252,487070549,826.565071,0,80,1,1,0,0,0
6,193.228.29.197,573261580,45.970143,79,1,15,16,77,0,3
6,157.85.187.255,508012782,826.661275,27,53,1,1,0,0,0
6,163.169.56.87,513419198,826.66791,56,24,2,4,0,0,0
6,104.94.29.245,907736157,75.533396,80,0,15,16,80,0,3
6,60.176.74.197,308804280,826.695906,20,60,1,1,0,0,0
6,5.5.3.227,274736366,826.706234,41,39,1,1,0,0,0
6,5.104.164.215,546350386,826.7253,0,80,14,13,0,0,0
6,203.178.132.76,385599130,826.743446,44,36,6,5,0,1,0
6,126.189.107.82,672800617,826.867607,24,56,1,1,0,0,0
6,203.178.135.82,659126397,826.949928,32,48,15,14,0,1,0
6,133.250.177.194,663890044,826.971871,80,0,2,15,0,0,0
6,163.169.56.87,513419198,827.006719,68,12,2,3,0,0,0
6,104.94.29.245,907736157,82.382754,80,0,15,16,80,0,3
6,157.45.74.197,839266519,827.082538,44,36,14,3,14,0,0
6,163.169.161.119,40097585,827.088293,34,46,15,3,1,1,0
6,60.176.74.197,308804280,827.104068,11,69,1,1,0,0,0
6,163.169.142.237,1007078358,827.105236,52,28,12,2,0,0,0
6,2408:406C:FC0:D023:C324:F81E:3FF1:F477,557546305,827.162177,0,80,1,1,0,0,0
6,104.94.29.245,907736157,88.077657,80,0,15,16,80,0,3
6,5.104.164.215,546350386,827.218732,0,80,14,13,0,0,0
6,203.178.135.82,659126397,827.309878,43,37,15,14,0,0,0
6,18.40.247.35,434077412,827.468943,37,43,16,16,0,0,0
6,133.250.177.207,444393821,827.471889,79,1,3,16,0,0,0
6,163.169.56.87,513419198,827.476732,64,16,2,4,0,0,0
6,203.178.135.82,659126397,827.559904,44,36,15,14,0,0,0
6,151.123.249.192,70242168,827.639095,80,0,2,5,0,0,0
