protocol,IP,ID,Time,F_Pck,B_Pck,B_Hash_IP,B_Hash_port,F_TCP_S,B_TCP_S,Label22
6,203.178.132.76,385599130,114.01514,60,20,3,5,0,0,0
6,126.131.214.194,726257917,114.01514,6,74,1,1,0,0,0
6,163.169.103.30,237997597,114.057762,80,0,1,1,0,0,0
6,13.116.170.28,143218946,114.077312,0,80,2,4,0,0,0
6,202.235.60.85,7804284,114.11915,80,0,2,1,0,0,0
6,203.178.135.82,659126397,114.144569,44,36,15,15,0,0,0
6,154.236.95.198,729054196,472.917339,80,0,16,1,80,0,1
6,163.169.103.30,237997597,114.229778,80,0,1,1,0,0,0
6,163.169.98.252,487070549,114.248634,34,46,1,1,0,0,0
6,188.190.145.228,640138995,114.254294,47,33,1,1,0,0,0
6,13.116.170.28,143218946,114.267534,0,80,1,2,0,0,0
6,203.178.132.76,385599130,114.271517,54,26,4,5,0,0,0
6,218.30.48.246,96637073,114.284476,32,48,1,1,0,0,0
6,5.104.164.215,546350386,114.369687,0,80,14,14,0,0,0
6,163.169.103.30,237997597,114.40767,80,0,1,1,0,0,0
6,133.250.177.195,374167518,114.414154,79,1,3,16,0,0,0
6,13.116.170.28,143218946,114.424636,0,80,1,2,0,0,0
6,203.178.132.76,385599130,114.465113,58,22,3,3,0,0,0
6,218.30.48.246,96637073,114.502293,23,57,1,1,0,0,0
6,190.251.140.230,841090343,474.198409,78,2,16,1,77,0,1
6,163.169.103.30,237997597,114.576497,80,0,1,1,0,0,0
6,13.116.170.28,143218946,114.601782,0,80,1,4,0,0,0
6,203.178.135.82,659126397,114.626558,32,48,15,14,0,0,0
6,52.157.45.36,970213814,114.645693,0,80,1,1,0,0,0
6,198.38.157.78,530147584,114.734526,61,19,1,1,0,0,0
6,163.169.253.135,401430373,114.734526,19,61,1,1,0,0,0
6,163.169.103.30,237997597,114.77359,80,0,2,1,0,0,0
6,13.116.170.28,143218946,114.790667,0,80,1,4,0,0,0
6,2001:3E04:2BD:20D1:CC80:F65E:3CED:E573,548614336,114.895259,63,17,2,3,0,0,0
6,203.178.143.239,925932941,114.936824,45,35,7,5,0,11,0
6,5.104.164.215,546350386,114.948433,0,80,13,12,0,0,0
6,163.169.103.30,237997597,114.958866,80,0,1,1,0,0,0
6,13.116.170.28,143218946,114.986726,0,80,1,3,0,0,0
6,163.169.103.30,237997597,115.109602,80,0,1,1,0,0,0
6,13.116.170.28,143218946,115.127954,0,80,2,3,0,0,0
6,192.225.220.151,930277406,474.831978,80,0,16,1,80,0,1
6,103.179.161.224,409260883,477.230157,80,0,15,1,80,0,1
6,203.178.135.82,659126397,115.17527,38,42,15,14,0,0,0
6,17.243.55.72,551467847,115.232,80,0,1,1,0,0,0
6,163.169.103.30,237997597,115.290029,80,0,1,1,0,0,0
6,18.90.251.232,108194420,115.313132,32,48,1,1,0,0,0
6,13.116.170.28,143218946,115.314147,0,80,2,5,0,0,0
6,94.118.22.113,607896654,477.728528,80,0,15,1,80,0,1
6,167.80.93.97,1029308445,115.339695,44,36,1,1,0,0,0
6,134.161.47.196,955916633,480.601354,79,1,16,1,77,0,1
6,133.227.2.0,1039276316,115.357212,80,0,1,6,0,0,0
6,133.250.177.219,524987412,115.372341,79,1,2,16,0,0,0
6,163.169.103.30,237997597,115.463758,80,0,1,1,0,0,0
6,13.116.170.28,143218946,115.481245,0,80,1,5,0,0,0
6,203.178.135.82,659126397,115.501404,38,42,14,14,0,1,0
6,163.169.191.84,1043839919,115.57119,15,65,1,1,0,0,0
6,192.225.204.84,565638267,481.946985,79,1,16,1,79,0,1
6,71.6.22.27,87658244,482.347622,79,1,16,1,79,0,1
6,5.104.164.215,546350386,115.640627,0,80,14,13,0,0,0
6,163.169.103.30,237997597,115.643713,80,0,1,1,0,0,0
6,13.116.170.28,143218946,115.663474,0,80,1,4,0,0,0
6,133.250.177.222,880777908,115.757652,80,0,1,16,0,0,0
6,203.178.135.82,659126397,115.785329,54,26,15,15,0,0,0
6,2400:5995:2DB7:27D3:47C8:DD4:5BB7:641,1046123743,115.818966,30,50,1,1,0,0,0
6,163.169.103.30,237997597,115.844494,80,0,1,1,0,0,0
6,13.116.170.28,143218946,115.867968,0,80,1,3,0,0,0
6,163.169.183.244,673871946,116.030431,0,80,2,2,0,0,0
6,163.169.103.30,237997597,116.031583,79,1,2,1,0,0,0
6,13.116.170.28,143218946,116.051556,0,80,1,3,0,0,0
6,54.245.12.48,141945809,116.09701,30,50,1,1,0,0,0
6,203.178.135.82,659126397,116.100048,36,44,15,15,0,0,0
6,212.241.39.186,848338022,116.109363,51,29,15,3,32,0,0
6,163.169.103.30,237997597,116.194618,80,0,1,1,0,0,0
6,13.116.170.28,143218946,116.225573,0,80,1,3,0,0,0
6,194.218.208.167,414941,116.24922,0,80,1,15,0,0,0
6,192.173.88.189,872280106,116.294309,43,37,1,3,0,0,0
6,133.250.177.206,241544486,116.311289,80,0,2,16,0,0,0
6,5.104.164.215,546350386,116.359801,0,80,13,15,0,0,0
6,163.169.103.30,237997597,116.360199,79,1,4,1,0,0,0
6,13.116.170.28,143218946,116.395868,0,80,1,3,0,0,0
6,163.216.159.30,502382399,116.536165,63,17,1,1,0,0,0
6,163.169.103.30,237997597,116.537853,80,0,1,1,0,0,0
6,13.116.170.28,143218946,116.568356,0,80,1,3,0,0,0
6,2001:3E04:2BD:20D1:CC80:F65E:3CED:E573,548614336,116.625851,59,21,2,2,0,0,0
6,202.235.57.194,216354231,116.644253,80,0,8,1,0,0,0
6,110.142.235.230,176547894,483.150598,80,0,16,1,79,0,1
6,203.178.135.82,659126397,116.697548,25,55,15,14,0,0,0
6,198.125.67.229,330197236,483.290997,79,1,16,1,79,0,1
6,163.169.103.30,237997597,116.740571,79,1,2,1,0,0,0
6,13.116.170.28,143218946,116.787143,0,80,1,3,0,0,0
6,3.55.162.123,684317697,116.865478,36,44,1,1,0,0,0
6,202.235.57.116,912255370,116.881782,80,0,11,2,1,0,0
6,203.178.143.239,925932941,116.914668,40,40,9,6,1,17,0
6,163.169.103.30,237997597,116.917015,78,2,3,1,0,0,0
6,202.235.59.101,998396636,116.938895,80,0,7,2,0,0,0
6,203.178.132.76,385599130,116.951441,50,30,5,6,0,0,0
6,13.116.170.28,143218946,116.95311,0,80,1,3,0,0,0
6,3.129.117.197,1054815964,117.052907,32,48,1,1,0,0,0
6,5.104.164.215,546350386,117.060327,0,80,14,15,0,0,0
6,163.169.103.30,237997597,117.079473,80,0,1,1,0,0,0
6,133.250.177.217,608971408,117.087823,80,0,1,16,0,0,0
6,172.116.58.89,59174833,117.090566,80,0,1,1,0,0,0
6,13.116.170.28,143218946,117.11541,0,80,1,3,0,0,0
6,175.158.154.221,822955710,486.138883,80,0,16,1,80,0,1
6,218.30.48.246,96637073,117.142528,28,52,1,1,0,0,0
6,203.178.135.82,659126397,117.187526,45,35,15,14,0,0,0
6,163.169.103.30,237997597,117.251606,80,0,1,1,0,0,0
6,13.116.170.28,143218946,117.289236,0,80,1,3,0,0,0
6,163.169.103.30,237997597,117.421844,80,0,1,1,0,0,0
6,13.116.170.28,143218946,117.459258,0,80,1,3,0,0,0
6,203.178.135.82,659126397,117.470395,37,43,15,11,0,0,0
6,52.157.45.43,400811944,117.499662,0,80,1,4,0,0,0
6,217.203.45.14,31614407,117.529313,54,26,1,16,28,0,0
6,163.169.103.30,237997597,117.57164,80,0,2,1,0,0,0
6,13.116.170.28,143218946,117.621664,0,80,1,3,0,0,0
6,2403:7FF4:EF1:383A:D183:F5BE:F1:25,93606319,117.652639,80,0,1,7,0,0,0
6,174.141.203.149,462148860,117.664155,38,42,1,15,38,0,0
6,5.104.164.215,546350386,117.721465,0,80,13,13,0,0,0
6,163.169.103.30,237997597,117.745296,80,0,1,1,0,0,0
6,133.250.177.208,639070058,117.749613,80,0,1,16,0,0,0
6,13.116.170.28,143218946,117.780847,0,80,2,2,0,0,0
6,183.177.0.210,799773107,117.800483,72,8,16,13,60,0,0
6,17.243.55.72,551467847,117.809193,80,0,1,1,0,0,0
6,203.178.135.82,659126397,117.862734,28,52,14,14,0,0,0
6,203.178.142.231,1056819258,117.86732,58,22,2,2,0,0,0
6,54.146.166.225,650828490,117.910696,24,56,1,1,0,0,0
6,163.169.103.30,237997597,117.926414,80,0,1,1,0,0,0
6,203.178.132.76,385599130,117.932364,58,22,3,3,0,0,0
6,13.116.170.28,143218946,117.972756,0,80,1,4,0,0,0
6,2001:3E04:2BD:305E:3469:1D88:D655:CCF9,667765584,118.029932,1,79,2,1,0,0,0
6,163.169.103.30,237997597,118.116538,80,0,1,1,0,0,0
6,13.116.170.28,143218946,118.168501,0,80,1,3,0,0,0
6,192.225.220.151,930277406,487.257498,80,0,16,1,80,0,1
6,218.30.48.246,96637073,118.281227,29,51,1,1,0,0,0
6,5.104.164.215,546350386,118.288402,0,80,13,13,0,0,0
6,203.178.135.82,659126397,118.295452,40,40,15,15,0,0,0
6,163.169.103.30,237997597,118.296862,80,0,1,1,0,0,0
6,172.126.157.203,170454525,118.325329,45,35,1,1,0,0,0
6,13.116.170.28,143218946,118.327995,0,80,1,5,0,0,0
6,89.111.87.2,155385006,488.18086,80,0,16,1,80,0,1
6,103.134.228.73,741095862,488.869637,80,0,16,1,79,0,1
6,203.178.143.239,925932941,118.437588,43,37,9,6,0,15,0
6,202.235.60.85,7804284,118.438272,80,0,3,1,0,0,0
6,163.169.103.30,237997597,118.451535,80,0,2,1,0,0,0
6,121.97.8.93,711321639,118.451821,21,59,1,1,0,0,0
6,203.178.132.76,385599130,118.468515,52,28,5,5,0,0,0
6,13.116.170.28,143218946,118.492357,0,80,1,2,0,0,0
6,198.38.157.78,530147584,118.539396,72,8,1,1,0,0,0
6,163.169.253.135,401430373,118.539396,8,72,1,1,0,0,0
6,163.169.183.244,673871946,118.593477,0,80,1,1,0,0,0
6,163.169.103.30,237997597,118.612744,80,0,1,1,0,0,0
6,89.111.87.2,155385006,489.08168,80,0,16,1,80,0,1
6,89.111.87.2,155385006,490.052382,80,0,16,1,80,0,1
6,13.116.170.28,143218946,118.6584,0,80,1,2,0,0,0
6,218.30.48.246,96637073,118.719697,23,57,1,1,0,0,0
6,203.178.135.82,659126397,118.769555,38,42,15,15,0,0,0
6,45.155.246.52,808319281,490.634637,77,3,16,1,73,0,1
6,89.111.87.2,155385006,490.844963,80,0,16,1,80,0,1
6,163.169.103.30,237997597,118.802468,80,0,1,1,0,0,0
6,13.116.170.28,143218946,118.836449,0,80,1,4,0,0,0
6,203.178.132.76,385599130,118.879645,61,19,4,6,0,0,0
6,163.169.103.30,237997597,118.957083,80,0,1,1,0,0,0
6,13.116.170.28,143218946,119.00702,0,80,1,2,0,0,0
6,18.47.229.207,705557329,119.058779,48,32,1,1,0,0,0
6,157.45.74.197,839266519,119.07936,46,34,13,3,20,0,0
6,3.97.192.8,857892074,119.089864,33,47,1,1,0,0,0
6,5.104.164.215,546350386,119.104834,0,80,14,12,0,0,0
6,89.111.87.2,155385006,491.482259,80,0,16,1,80,0,1
6,163.169.103.30,237997597,119.144426,80,0,1,1,0,0,0
6,13.116.170.28,143218946,119.191142,0,80,1,5,0,0,0
6,202.235.57.78,55355373,119.290574,80,0,14,1,7,0,0
6,163.169.103.30,237997597,119.31361,80,0,1,1,0,0,0
6,163.169.225.133,369256233,119.316084,12,68,11,1,0,0,0
6,203.178.135.82,659126397,119.331206,40,40,14,15,0,0,0
6,13.116.170.28,143218946,119.352015,0,80,1,3,0,0,0
6,163.169.103.30,237997597,119.464174,80,0,1,1,0,0,0
6,13.116.170.28,143218946,119.510619,0,80,1,4,0,0,0
6,133.250.177.216,220436511,119.521837,80,0,2,16,0,0,0
6,192.173.88.170,1012393522,119.532516,54,26,1,4,0,0,0
6,89.111.87.2,155385006,492.294283,80,0,15,1,80,0,1
6,174.141.198.80,629339432,119.584257,38,42,1,16,37,0,0
6,133.250.177.210,571139142,119.58842,79,1,3,16,0,0,0
6,203.178.135.82,659126397,119.63261,45,35,15,14,0,0,0
6,163.169.103.30,237997597,119.6351,79,1,2,1,0,0,0
6,13.116.170.28,143218946,119.682055,0,80,1,4,0,0,0
6,163.169.103.30,237997597,119.789665,80,0,1,1,0,0,0
6,89.111.87.2,155385006,493.136734,80,0,16,1,80,0,1
6,13.116.170.28,143218946,119.840928,0,80,1,4,0,0,0
6,104.55.210.106,669890465,119.850717,18,62,1,1,0,0,0
6,203.178.132.76,385599130,119.856995,60,20,6,8,0,0,0
6,5.104.164.215,546350386,119.867458,0,80,14,13,0,0,0
6,203.178.143.239,925932941,119.931795,48,32,9,6,1,13,0
6,13.228.36.178,230054701,119.938076,33,47,1,1,0,0,0
6,2400:5995:2DB7:27D3:47C8:DD4:5BB7:641,1046123743,119.946203,15,65,1,1,1,0,0
6,203.178.135.82,659126397,119.955357,41,39,15,13,0,0,0
6,2001:3E04:2BD:20D1:CC80:F65E:3CED:E573,548614336,119.959747,70,10,2,4,0,1,0
6,163.169.103.30,237997597,119.973366,80,0,1,1,0,0,0
6,13.116.170.28,143218946,120.018537,0,80,1,2,0,0,0
6,89.111.87.2,155385006,494.008392,79,1,16,1,79,0,1
6,52.157.45.36,970213814,120.079595,0,80,1,1,0,0,0
6,2400:5E07:FA3B:C90:4F5C:872B:ACA2:4C83,919560170,120.105131,10,70,1,1,0,0,0
6,163.169.103.30,237997597,120.128225,80,0,1,1,0,0,0
6,13.116.170.28,143218946,120.172439,0,80,1,2,0,0,0
6,203.178.135.82,659126397,120.238975,37,43,15,15,0,0,0
6,192.173.88.188,956155513,120.280825,53,27,1,3,0,0,0
6,165.124.226.8,238589181,120.312613,48,32,1,1,0,0,0
6,163.169.103.30,237997597,120.322847,80,0,1,1,0,0,0
6,203.178.132.76,385599130,120.338247,53,27,4,6,0,0,0
6,13.116.170.28,143218946,120.383928,0,80,1,4,0,0,0
6,203.178.135.82,659126397,120.445841,44,36,15,15,0,0,0
6,78.64.121.198,318211968,120.452794,78,2,16,9,75,0,0
6,218.30.48.246,96637073,120.457667,35,45,1,1,0,0,0
6,89.111.87.2,155385006,494.610471,80,0,16,1,80,0,1
6,2403:7FF4:EF1:383A:D183:F5BE:F1:25,93606319,120.4736,80,0,1,5,0,0,0
6,163.169.103.30,237997597,120.511425,80,0,1,1,0,0,0
6,3.174.150.178,2610473,120.521876,38,42,1,1,0,0,0
6,5.104.164.215,546350386,120.528001,0,80,14,13,0,0,0
6,13.116.170.28,143218946,120.55488,0,80,1,3,0,0,0
6,2001:3E04:2BD:305E:3469:1D88:D655:CCF9,667765584,120.6607,0,80,1,1,0,0,0
6,163.169.103.30,237997597,120.675692,80,0,1,1,0,0,0
6,202.230.219.249,238062885,120.687268,46,34,10,15,0,8,0
6,13.116.170.28,143218946,120.718342,0,80,1,4,0,0,0
6,17.243.55.72,551467847,120.741501,80,0,1,1,0,0,0
6,203.178.132.76,385599130,120.811354,52,28,5,5,0,0,0
6,203.178.135.82,659126397,120.82959,41,39,15,15,0,0,0
6,89.111.87.2,155385006,495.415692,80,0,16,1,80,0,1
6,163.169.103.30,237997597,120.869549,80,0,1,1,0,0,0
6,13.116.170.28,143218946,120.915714,0,80,1,2,0,0,0
6,34.37.53.54,593246290,120.921899,54,26,1,1,0,0,0
6,203.178.136.32,582033588,120.967096,44,36,10,13,0,3,0
6,45.155.133.176,180031196,496.026066,79,1,16,1,79,0,1
6,54.173.12.82,785731125,121.002206,38,42,1,1,0,0,0
6,163.169.98.252,487070549,121.008027,28,52,2,2,0,1,0
6,188.190.145.228,640138995,121.02914,50,30,1,1,0,0,0
6,163.169.103.30,237997597,121.036544,80,0,1,1,0,0,0
6,217.203.45.14,31614407,121.064948,51,29,1,16,25,0,0
6,13.116.170.28,143218946,121.087033,0,80,1,3,0,0,0
6,5.104.164.215,546350386,121.172697,0,80,13,13,0,0,0
6,89.111.87.2,155385006,496.121535,80,0,16,1,80,0,1
6,163.169.103.30,237997597,121.228177,80,0,1,1,0,0,0
6,203.178.135.34,912895386,121.23155,52,28,2,1,6,0,0
6,13.116.170.28,143218946,121.270796,0,80,1,3,0,0,0
6,203.178.135.82,659126397,121.28869,44,36,15,14,0,0,0
6,163.169.103.30,237997597,121.389611,80,0,1,1,0,0,0
6,13.116.170.28,143218946,121.435141,0,80,1,3,0,0,0
6,203.178.143.239,925932941,121.489752,45,35,11,9,0,10,0
6,2A03:9707:4103:3FF2:F9EE:CE54:3E02:FBE7,706483365,121.523446,68,12,1,1,0,0,0
6,163.169.103.30,237997597,121.576192,80,0,1,1,0,0,0
6,51.186.205.53,291867182,121.606132,54,26,16,4,0,0,0
6,13.116.170.28,143218946,121.621674,0,80,1,2,0,0,0
6,203.178.132.76,385599130,121.649359,66,14,5,6,0,0,0
6,163.169.183.244,673871946,121.684158,1,79,1,2,0,0,0
6,192.225.220.151,930277406,496.630304,80,0,16,1,80,0,1
6,5.104.164.215,546350386,121.719305,0,80,14,14,0,0,0
6,89.111.87.2,155385006,497.010515,80,0,16,1,80,0,1
6,163.169.103.30,237997597,121.751603,80,0,1,1,0,0,0
6,13.116.170.28,143218946,121.789013,0,80,1,3,0,0,0
6,104.55.210.106,669890465,121.805248,8,72,1,1,0,0,0
6,89.111.87.2,155385006,497.782717,80,0,15,1,80,0,1
6,194.218.208.167,414941,121.90765,0,80,1,16,0,0,0
6,203.178.135.82,659126397,121.912097,35,45,15,15,0,0,0
6,163.169.103.30,237997597,121.916387,80,0,1,1,0,0,0
6,13.116.170.28,143218946,121.957076,0,80,1,3,0,0,0
6,2A03:9707:4106:F815:1C8:2B92:20C:18EF,371322579,122.005489,54,26,1,1,0,0,0
6,163.169.103.30,237997597,122.078051,80,0,1,1,0,0,0
6,13.116.170.28,143218946,122.119203,0,80,1,2,0,0,0
6,198.38.157.78,530147584,122.159434,76,4,1,2,0,0,0
6,163.169.253.135,401430373,122.159434,4,76,1,1,0,0,0
6,163.169.103.30,237997597,122.24823,80,0,1,1,0,0,0
6,13.116.170.28,143218946,122.300765,0,80,1,3,0,0,0
6,203.178.135.82,659126397,122.387738,46,34,15,14,0,0,0
6,89.111.87.2,155385006,498.404896,80,0,16,1,80,0,1
6,2403:7FF4:EF1:383A:D183:F5BE:F1:25,93606319,122.435399,80,0,1,5,0,0,0
6,163.169.103.30,237997597,122.445019,80,0,1,1,0,0,0
6,5.104.164.215,546350386,122.47549,0,80,14,13,0,0,0
6,13.116.170.28,143218946,122.488618,0,80,1,2,0,0,0
6,2001:3E04:2BD:20D1:CC80:F65E:3CED:E573,548614336,122.503745,59,21,2,4,0,0,0
6,126.131.214.194,726257917,122.520075,5,75,1,1,0,0,0
6,2001:3E04:2BD:305E:3469:1D88:D655:CCF9,667765584,122.591258,0,80,2,1,0,0,0
6,163.169.103.30,237997597,122.617251,80,0,1,1,0,0,0
6,13.116.170.28,143218946,122.658178,0,80,1,3,0,0,0
6,203.178.135.82,659126397,122.695459,39,41,15,15,0,1,0
6,203.178.132.76,385599130,122.702724,66,14,4,5,0,0,0
6,133.250.177.209,984391128,122.734296,79,1,3,16,0,0,0
6,163.169.98.252,487070549,122.741954,37,43,1,1,0,0,0
6,188.190.145.228,640138995,122.743617,44,36,1,1,0,0,0
6,202.235.57.194,216354231,122.764591,80,0,10,1,0,0,0
6,45.157.155.79,47353260,498.753396,80,0,16,1,80,0,1
6,163.169.103.30,237997597,122.815505,80,0,1,1,0,0,0
6,3.155.22.71,475115746,122.85279,40,40,1,1,0,0,0
6,13.116.170.28,143218946,122.875589,0,80,1,2,0,0,0
6,185.221.109.25,622459543,122.912985,44,36,1,1,0,0,0
6,198.38.157.78,530147584,122.917986,65,15,1,1,0,0,0
6,163.169.253.135,401430373,122.917986,15,65,1,1,0,0,0
6,104.55.210.106,669890465,122.949671,12,68,1,1,0,0,0
6,157.85.187.209,215214237,122.977225,22,58,1,1,0,0,0
6,5.104.164.215,546350386,122.978723,0,80,14,13,0,0,0
6,133.250.177.207,444393821,122.980033,79,1,2,15,0,0,0
6,163.169.103.30,237997597,123.000385,80,0,1,1,0,0,0
6,13.116.170.28,143218946,123.0327,0,80,1,2,0,0,0
6,203.178.135.82,659126397,123.034005,45,35,14,14,0,0,0
6,89.111.87.2,155385006,499.314267,80,0,16,1,80,0,1
6,203.178.143.239,925932941,123.082615,41,39,13,6,0,12,0
6,54.88.41.31,809228621,123.114648,0,80,1,1,0,0,0
6,133.250.177.203,147630224,123.142471,53,27,2,16,0,27,0
6,163.169.103.30,237997597,123.150592,80,0,1,1,0,0,0
6,157.85.135.13,276641843,123.163128,51,29,1,1,0,0,0
6,218.30.48.246,96637073,123.165075,28,52,1,1,0,0,0
6,134.161.198.161,738659867,499.693393,80,0,15,1,80,0,1
6,13.116.170.28,143218946,123.191209,0,80,1,3,0,0,0
6,133.250.177.214,186931556,123.208368,78,2,3,16,0,0,0
6,163.169.103.30,237997597,123.302358,80,0,1,1,0,0,0
6,89.111.87.2,155385006,500.031422,80,0,16,1,80,0,1
6,13.116.170.28,143218946,123.33782,0,80,1,2,0,0,0
6,203.178.135.82,659126397,123.354184,41,39,15,15,0,0,0
6,2001:3E04:2BD:305F:E2D2:802A:AC05:4C67,901668650,123.414381,24,56,1,1,0,0,0
6,203.178.132.76,385599130,123.419866,65,15,4,4,0,1,0
6,163.169.103.30,237997597,123.456093,80,0,1,1,0,0,0
6,13.116.170.28,143218946,123.501204,0,80,1,3,0,0,0
6,89.111.87.2,155385006,500.835287,80,0,16,1,80,0,1
6,163.169.103.30,237997597,123.642071,80,0,1,1,0,0,0
6,3.174.54.75,201177771,123.678797,44,36,1,1,0,0,0
6,5.104.164.215,546350386,123.698022,0,80,13,13,0,0,0
6,13.116.170.28,143218946,123.699295,0,80,1,2,0,0,0
6,133.250.177.204,143951698,123.702257,80,0,3,16,0,0,0
6,133.250.177.202,400549268,123.708483,80,0,1,16,0,0,0
6,17.243.55.72,551467847,123.771404,80,0,1,1,0,0,0
6,203.178.135.82,659126397,123.81028,42,38,15,15,0,1,0
6,163.169.103.30,237997597,123.825535,80,0,1,1,0,0,0
6,2400:5E07:FA3B:C90:4F5C:872B:ACA2:4C83,919560170,123.836406,17,63,1,1,0,0,0
6,104.55.210.106,669890465,123.862125,16,64,1,1,0,0,0
6,13.116.170.28,143218946,123.874068,0,80,1,3,0,0,0
6,157.85.187.255,508012782,123.942954,25,55,1,1,0,0,0
6,171.86.235.132,1011264063,123.96954,79,1,3,1,79,0,0
6,2403:7FF4:EF1:383A:D183:F5BE:F1:25,93606319,123.983603,80,0,1,5,0,0,0
6,203.178.132.76,385599130,123.989932,64,16,4,5,0,0,0
6,2001:3E04:2BD:20D1:CC80:F65E:3CED:E573,548614336,123.99164,58,22,2,4,0,0,0
6,163.169.103.30,237997597,124.001485,80,0,2,1,0,0,0
6,13.116.170.28,143218946,124.048346,0,80,1,2,0,0,0
6,163.169.98.252,487070549,124.072791,32,48,2,1,0,0,0
6,2001:3E04:2BD:305E:3469:1D88:D655:CCF9,667765584,124.088315,0,80,1,1,0,0,0
6,217.203.45.14,31614407,124.130742,55,25,1,15,26,0,0
6,163.169.103.30,237997597,124.159314,80,0,1,1,0,0,0
6,13.116.170.28,143218946,124.199366,0,80,1,3,0,0,0
6,203.178.135.82,659126397,124.203993,37,43,15,14,0,0,0
6,15.37.223.64,205124117,124.242304,0,80,1,1,0,0,0
6,202.230.241.115,215386773,124.257215,0,80,1,1,0,0,0
6,5.104.164.215,546350386,124.259243,0,80,14,15,0,0,0
6,188.190.145.228,640138995,124.267014,46,34,1,1,0,0,0
6,163.169.103.30,237997597,124.325256,80,0,1,1,0,0,0
6,13.116.170.28,143218946,124.368612,0,80,1,4,0,0,0
6,203.178.135.82,659126397,124.46354,42,38,15,15,0,0,0
6,163.169.103.30,237997597,124.494234,80,0,1,1,0,0,0
6,202.235.60.85,7804284,124.510893,80,0,3,1,0,0,0
6,163.169.183.244,673871946,124.517245,0,80,2,2,0,0,0
6,203.178.143.239,925932941,124.537618,41,39,7,4,0,19,0
6,89.111.87.2,155385006,501.845045,79,1,16,1,79,0,1
6,13.116.170.28,143218946,124.557151,0,80,1,3,0,0,0
6,114.230.7.171,1040634059,502.652493,80,0,16,1,78,0,1
6,203.178.135.82,659126397,124.675625,28,52,15,15,0,0,0
6,203.178.142.231,1056819258,124.679109,62,18,1,1,0,0,0
6,163.169.103.30,237997597,124.680194,80,0,2,1,0,0,0
6,203.178.132.76,385599130,124.70595,62,18,6,5,0,0,0
6,13.116.170.28,143218946,124.746626,0,80,1,3,0,0,0
6,3.98.183.12,343609686,124.818345,32,48,1,1,0,0,0
6,104.55.210.106,669890465,124.854557,9,71,1,1,0,0,0
6,182.137.124.32,363339623,124.863356,80,0,1,1,0,0,0
6,163.169.103.30,237997597,124.869907,80,0,1,1,0,0,0
6,203.178.135.82,659126397,124.875316,44,36,15,14,0,0,0
6,5.104.164.215,546350386,124.9139,0,80,14,12,0,0,0
6,13.116.170.28,143218946,124.919381,0,80,1,2,0,0,0
6,163.169.205.16,300016785,124.963488,31,49,6,3,0,1,0
6,163.169.103.30,237997597,125.032397,80,0,1,1,0,0,0
6,13.116.170.28,143218946,125.079769,0,80,1,3,0,0,0
6,203.178.132.76,385599130,125.092447,60,20,8,7,0,2,0
6,203.178.135.82,659126397,125.118692,31,49,15,14,0,0,0
6,178.73.216.89,807157793,125.170197,74,6,16,2,71,0,0
6,163.169.103.30,237997597,125.188226,80,0,1,1,0,0,0
6,18.43.189.174,580402706,125.199325,39,41,1,1,0,0,0
6,13.35.80.3,667457044,125.214225,77,3,1,1,0,0,0
6,13.58.31.5,567830485,125.224662,31,49,1,1,0,0,0
6,13.116.170.28,143218946,125.225032,0,80,1,2,0,0,0
6,35.225.108.67,961316814,125.256166,42,38,1,1,0,0,0
6,121.97.8.93,711321639,125.309663,19,61,1,1,0,0,0
6,163.169.103.30,237997597,125.347454,80,0,1,1,0,0,0
6,203.178.135.82,659126397,125.352275,50,30,15,15,0,1,0
6,198.227.134.236,491970158,125.356254,0,80,1,6,0,0,0
6,89.111.87.2,155385006,502.668337,80,0,16,1,80,0,1
6,13.116.170.28,143218946,125.39083,0,80,1,2,0,0,0
6,60.176.74.197,308804280,125.421776,19,61,1,1,0,0,0
6,167.89.255.165,120894395,502.883825,79,1,16,1,79,0,1
6,5.104.164.215,546350386,125.454064,0,80,14,13,0,0,0
6,218.30.48.246,96637073,125.48131,31,49,1,1,0,0,0
6,163.169.103.30,237997597,125.523817,80,0,1,1,0,0,0
6,13.116.170.28,143218946,125.566148,0,80,1,2,0,0,0
6,163.169.56.87,513419198,125.606688,37,43,2,7,0,0,0
6,133.250.177.253,880108962,125.658034,1,79,3,3,0,79,0
6,2403:7FF4:EF1:383A:D183:F5BE:F1:25,93606319,125.684164,80,0,1,5,0,0,0
6,133.250.177.194,663890044,125.694198,80,0,2,16,0,0,0
6,163.169.103.30,237997597,125.696886,80,0,1,1,0,0,0
6,89.111.87.2,155385006,503.284219,79,1,16,1,79,0,1
6,203.178.135.82,659126397,125.736793,23,57,15,14,0,0,0
6,203.178.132.76,385599130,125.742737,62,18,6,6,0,2,0
6,13.116.170.28,143218946,125.750318,0,80,1,4,0,0,0
6,133.250.177.223,857248729,125.751568,78,2,6,16,0,0,0
6,192.225.204.84,565638267,503.528907,78,2,16,1,78,0,1
6,163.169.103.30,237997597,125.879349,79,1,2,1,0,0,0
6,13.116.170.28,143218946,125.919192,0,80,1,3,0,0,0
6,2001:3E04:2BD:305E:3469:1D88:D655:CCF9,667765584,125.926557,0,80,1,1,0,0,0
6,104.55.210.106,669890465,125.956387,7,73,1,1,0,0,0
6,203.178.136.32,582033588,126.022865,28,52,13,13,0,8,0
6,163.169.103.30,237997597,126.030255,80,0,1,1,0,0,0
