bitC0,bitC1,bitC2,bitC3,bitC4,bitC5,bitC6,bitC7,
1,2,3,6,7,8,10,19,
1,2,3,4,6,8,12,25,
1,4,5,9,11,12,24,37,
1,2,3,4,7,8,9,38,
1,2,3,6,8,9,11,24,
1,3,4,5,7,9,11,20,
1,3,5,7,9,12,24,28,
1,2,3,4,5,6,10,13,
1,3,4,5,7,10,23,30,
1,2,3,5,8,10,13,19,
1,3,5,6,8,9,11,12,
1,2,3,4,7,9,10,14,
1,2,3,4,6,12,16,28,
1,2,3,4,6,8,9,11,
1,3,4,6,7,10,14,18,
1,2,6,9,11,12,13,29,
1,2,3,4,5,7,21,26,
1,2,4,8,9,10,14,15,
1,2,3,4,5,7,11,13,
1,2,3,4,5,7,8,20,
1,2,4,6,9,12,13,16,
1,2,3,4,6,8,15,18,
1,2,3,6,9,10,11,19,
1,3,4,5,6,8,17,19,
1,2,3,8,11,22,30,46,
1,2,3,5,6,7,8,21,
1,2,3,4,6,10,28,29,
1,2,3,4,11,13,16,22,
1,2,4,5,7,8,10,21,
1,2,3,4,6,7,8,16,
1,2,3,4,6,8,16,19,
1,2,3,4,5,11,13,15,
1,2,3,4,7,21,25,57,
1,2,3,5,6,12,15,23,
1,2,4,9,10,13,17,25,
1,2,4,6,8,9,14,16,
1,2,3,6,7,10,16,18,
1,2,4,5,6,7,8,10,
1,2,3,4,5,7,12,13,
1,2,3,4,5,7,15,26,
1,2,3,6,7,8,14,15,
1,2,3,4,8,9,10,11,
1,2,5,6,9,10,13,19,
1,2,4,5,6,7,15,16,
1,2,3,5,9,10,12,24,
1,2,3,4,8,11,16,18,
1,2,4,5,6,7,8,13,
1,2,3,4,6,14,22,25,
1,4,5,9,10,11,14,20,
1,2,3,4,6,10,12,14,
1,2,3,4,5,9,13,14,
1,2,3,4,5,6,7,10,
1,2,5,7,10,17,21,27,
1,2,5,6,7,9,13,20,
1,3,4,7,9,10,14,19,
1,2,3,6,7,9,20,32,
1,2,4,5,6,7,9,11,
1,2,3,4,6,9,17,24,
1,3,5,6,7,8,11,29,
1,2,3,4,5,6,9,27,
1,2,5,6,7,9,15,22,
1,3,4,6,7,8,16,18,
1,2,4,5,6,12,14,19,
1,2,3,4,5,7,12,29,
1,2,4,5,6,8,14,32,
1,2,3,5,8,9,10,24,
1,2,4,5,6,9,11,15,
1,2,3,4,5,6,9,12,
1,2,4,5,7,14,17,22,
1,2,3,4,6,7,14,26,
1,2,4,13,15,16,17,19,
1,2,4,6,7,18,23,24,
1,3,5,8,9,11,13,15,
1,2,4,5,8,9,10,19,
1,3,7,8,10,11,12,20,
1,2,3,4,6,8,9,32,
1,2,3,4,5,7,18,24,
1,3,4,5,6,10,14,27,
1,2,3,4,5,8,10,11,
1,3,4,5,6,9,10,21,
1,2,3,6,7,9,11,40,
1,2,3,5,6,8,9,12,
1,2,3,5,6,8,11,22,
1,2,4,5,6,9,13,15,
1,2,3,7,12,14,15,18,
1,3,4,5,7,8,9,26,
1,3,6,7,9,10,16,21,
1,2,3,4,5,6,7,13,
1,2,4,5,6,7,11,13,
1,2,3,5,7,13,15,32,
1,2,4,5,6,8,22,49,
1,2,5,7,8,10,12,17,
1,2,3,5,10,16,19,31,
1,2,3,4,5,7,9,11,
1,4,5,6,9,10,16,19,
1,2,4,6,8,9,14,16,
1,2,3,4,6,8,9,12,
1,3,4,5,9,12,13,14,
1,2,4,5,9,11,21,27,
1,4,5,6,7,15,23,34,
1,2,3,7,9,12,22,34,
1,2,3,6,7,8,9,25,
1,2,3,5,6,8,16,21,
1,2,3,4,10,11,13,26,
1,2,3,4,7,8,10,18,
1,2,3,4,6,7,9,15,
1,2,3,4,5,7,9,12,
1,2,3,6,7,9,10,15,
1,3,4,6,8,9,15,17,
1,2,3,5,6,7,15,24,
1,2,5,8,9,10,17,18,
1,2,3,6,7,10,22,23,
1,3,5,6,8,11,20,26,
1,2,3,4,6,9,11,17,
1,2,4,5,7,10,18,24,
1,2,5,6,7,8,10,12,
1,2,3,4,5,8,10,19,
1,2,3,4,6,7,11,14,
1,2,3,4,6,7,8,15,
1,2,3,6,7,10,11,21,
1,2,3,4,6,12,17,19,
1,2,3,4,5,7,8,25,
1,2,4,5,7,10,16,20,
1,2,3,5,9,10,21,22,
1,2,6,7,11,13,18,21,
1,3,5,7,8,9,12,16,
1,3,4,5,9,12,13,24,
1,3,4,6,8,10,16,24,
1,2,4,8,9,14,16,18,
1,2,4,5,6,8,9,19,
1,2,3,4,6,11,16,21,
1,2,3,4,6,10,13,44,
1,2,3,4,8,13,14,46,
1,2,3,7,13,23,25,26,
1,2,5,6,10,11,13,27,
1,2,3,4,6,8,26,31,
1,2,3,5,6,8,11,14,
1,2,4,5,6,7,10,12,
1,2,3,4,7,8,21,22,
1,2,4,5,6,9,15,34,
1,2,3,5,11,12,22,29,
1,2,3,4,5,8,9,12,
1,2,3,6,9,10,17,20,
1,2,3,4,6,8,13,17,
1,2,3,6,9,11,15,26,
1,2,3,5,9,10,11,15,
1,2,3,4,6,7,9,13,
1,2,4,5,8,12,17,18,
1,4,5,6,7,15,16,27,
1,2,3,6,10,15,24,30,
1,2,3,5,6,7,12,16,
1,2,3,5,6,7,10,14,
1,3,4,5,13,16,18,34,
1,2,3,5,9,13,35,66,
1,2,3,4,6,8,11,22,
1,2,3,5,8,12,13,16,
1,3,4,5,7,8,11,13,
1,2,3,4,6,7,10,19,
1,2,3,4,5,11,12,14,
1,2,3,4,5,12,16,18,
1,2,4,5,6,11,23,28,
1,2,3,7,8,10,11,21,
1,2,3,4,5,11,14,17,
1,2,4,5,6,9,14,25,
1,3,6,10,11,15,16,17,
1,2,5,6,7,12,13,16,
1,2,3,4,5,7,9,13,
1,2,3,4,5,9,16,31,
1,2,3,5,6,8,10,29,
1,2,3,4,5,6,7,19,
1,2,4,5,6,8,14,29,
1,2,3,4,9,12,13,21,
1,2,3,4,6,7,13,14,
1,3,4,6,8,9,15,19,
1,2,3,4,5,6,7,13,
1,2,3,4,6,14,15,19,
1,2,3,4,5,6,7,24,
1,3,4,5,6,7,9,17,
1,2,3,5,6,10,12,23,
1,2,3,4,8,9,12,24,
1,2,3,4,8,11,15,16,
1,4,5,6,8,10,20,26,
1,2,3,6,7,9,12,15,
1,2,3,4,7,8,14,30,
1,2,4,6,7,9,14,20,
1,3,5,7,8,13,14,20,
1,3,4,5,9,12,18,20,
1,2,4,5,14,17,20,41,
1,4,5,7,8,11,16,30,
1,2,7,8,9,14,18,21,
1,3,4,6,8,9,19,20,
1,2,4,6,7,8,10,35,
1,2,4,5,6,8,9,13,
1,2,3,5,9,10,13,16,
1,2,3,4,6,14,15,26,
1,2,4,5,6,7,17,32,
1,2,5,6,8,11,14,34,
1,2,3,4,13,14,17,25,
1,2,3,4,5,6,8,23,
1,2,4,8,12,16,17,23,
1,2,3,4,8,9,13,22,
1,2,3,5,6,7,13,20,
1,2,3,4,5,7,13,35,
1,2,4,7,8,9,10,12,
1,2,3,5,6,9,11,16,
1,2,3,5,6,8,10,16,
1,3,5,10,11,17,20,24,
1,3,5,6,7,12,16,33,
1,2,3,4,6,12,18,30,
1,2,5,6,7,10,12,14,
1,2,3,5,6,15,24,26,
1,2,3,4,5,12,13,30,
1,2,3,5,7,11,24,28,
1,2,4,5,6,8,11,76,
1,2,3,4,5,6,9,22,
1,2,4,5,6,7,9,18,
1,2,3,4,5,7,10,12,
1,2,3,4,5,10,18,20,
1,2,4,5,6,10,11,21,
1,3,7,8,10,11,13,24,
1,2,4,6,7,13,15,16,
1,2,4,5,6,12,14,23,
1,2,4,7,13,17,19,48,
1,2,3,4,5,11,12,22,
1,2,3,5,7,8,9,22,
1,2,4,8,9,10,11,13,
1,2,3,4,7,8,11,12,
1,2,6,8,10,13,14,37,
1,2,3,4,6,10,15,20,
1,2,3,4,6,8,10,12,
1,2,3,6,7,9,10,24,
1,2,3,6,7,9,12,15,
1,2,3,4,6,7,10,15,
1,2,3,5,6,7,9,23,
1,2,3,4,7,8,12,65,
1,2,4,7,9,12,17,23,
1,2,4,6,7,11,12,13,
1,2,3,4,5,10,16,17,
1,2,3,4,5,7,9,13,
1,2,3,4,5,6,7,11,
1,2,3,5,10,11,13,14,
1,2,4,5,7,14,20,34,
1,4,5,8,10,12,15,16,
1,2,3,4,7,16,27,30,
1,2,4,5,8,10,12,29,
1,4,5,6,7,8,12,14,
1,4,5,6,12,14,15,18,
1,2,3,4,5,9,10,16,
1,2,3,4,5,6,11,14,
1,2,3,4,5,8,9,19,
1,2,3,4,6,7,9,13,
1,2,3,4,5,12,18,25,
1,5,6,9,11,12,18,23,
1,2,7,12,13,14,20,51,
1,2,3,4,5,7,11,40,
1,2,3,5,9,13,14,21,
1,2,3,5,6,9,20,39,
1,3,5,7,8,11,13,15,
1,2,3,4,6,8,10,16,
1,2,3,5,9,11,14,30,
1,2,3,7,9,10,12,33,
1,2,3,4,5,6,12,21,
1,2,4,5,6,8,9,25,
1,3,4,5,14,17,22,29,
1,2,3,4,6,8,18,53,
1,2,3,4,5,10,14,15,
1,2,3,5,7,10,13,14,
1,2,3,4,5,8,15,22,
1,2,3,4,6,8,14,20,
1,2,3,4,5,8,9,12,
1,3,4,5,6,7,8,12,
1,2,3,4,5,6,10,19,
1,2,3,4,5,8,19,21,
1,2,3,4,5,6,10,20,
1,2,4,5,7,9,15,38,
1,2,3,4,5,13,16,34,
1,2,3,5,6,9,13,14,
1,2,3,4,6,7,14,21,
1,2,3,4,5,6,9,11,
1,2,3,6,9,12,16,28,
1,2,3,4,7,8,14,18,
1,2,3,4,5,7,10,12,
1,2,3,5,8,9,11,17,
1,2,4,6,7,8,10,11,
1,2,3,5,6,12,19,23,
1,2,3,6,8,9,11,26,
1,2,3,4,5,6,7,9,
1,2,3,6,8,9,10,43,
1,2,3,4,6,7,9,15,
1,2,3,5,7,12,13,39,
1,2,3,6,7,10,11,20,
1,2,3,6,7,9,14,26,
1,2,3,4,6,7,19,26,
1,2,3,5,7,8,14,28,
1,2,4,5,6,7,8,16,
1,2,3,4,7,10,14,26,
1,2,3,4,7,9,10,22,
1,2,3,4,7,12,14,19,
1,2,3,4,10,13,14,27,
1,2,3,4,5,13,16,29,
1,2,3,4,5,9,11,15,
1,2,3,5,6,9,13,31,
1,2,3,4,5,8,10,17,
1,2,3,4,8,9,10,14,
1,2,3,4,5,6,14,17,
1,2,3,4,7,9,11,23,
1,2,3,4,5,7,8,10,
1,2,3,8,10,16,21,25,
1,2,3,4,7,11,20,21,
1,2,3,5,6,12,20,23,
1,2,3,4,5,10,15,27,
1,2,3,4,5,12,13,17,
1,2,3,4,5,8,17,19,
1,2,4,5,6,8,16,26,
1,2,5,6,8,15,24,25,
1,2,3,4,5,9,10,25,
1,2,3,4,7,9,19,41,
1,2,4,10,11,13,18,31,
1,2,3,4,5,7,9,11,
1,2,3,4,6,7,8,11,
1,2,4,5,9,10,11,12,
1,2,5,6,7,10,15,21,
1,3,6,7,15,16,18,28,
1,2,3,4,10,12,15,16,
1,2,3,5,6,8,10,13,
1,2,3,5,6,7,8,13,
1,2,3,4,5,6,9,12,
1,2,3,4,5,6,7,11,
1,2,3,4,5,7,9,12,
1,2,3,4,5,7,9,12,
1,2,3,4,6,7,9,25,
1,2,3,4,5,7,9,19,
1,2,3,5,7,11,24,26,
1,2,4,6,7,15,16,26,
1,2,4,5,7,8,17,24,
1,2,4,5,6,13,18,21,
1,3,4,6,7,8,11,12,
1,2,4,6,7,8,12,33,
1,2,4,5,7,10,11,16,
1,2,3,6,7,10,11,33,
1,2,3,6,7,9,13,29,
1,2,3,7,9,10,12,25,
1,2,3,4,7,8,16,25,
1,2,3,4,5,6,7,12,
1,2,3,4,7,14,15,45,
1,2,4,6,8,9,12,18,
1,2,5,6,8,10,13,25,
1,2,3,5,9,10,15,37,
1,2,4,5,7,11,16,25,
1,2,4,6,9,11,14,27,
1,2,3,5,7,9,14,40,
1,2,4,5,8,9,11,17,
1,2,3,5,7,13,25,31,
1,2,3,4,6,9,12,20,
1,2,4,5,6,15,16,23,
1,2,4,5,9,11,18,21,
1,2,4,6,7,10,11,15,
1,2,3,4,6,7,11,28,
1,2,4,6,8,10,14,17,
1,2,5,6,7,11,16,18,
1,2,5,6,8,11,21,23,
1,3,4,8,11,13,15,18,
1,2,3,4,6,9,15,19,
1,2,3,4,9,11,12,26,
1,2,3,5,7,8,10,13,
1,2,3,4,5,8,12,18,
1,3,4,5,9,10,11,22,
1,3,4,5,6,10,14,27,
1,2,5,6,9,10,26,45,
1,3,4,6,8,10,13,19,
1,2,3,4,15,20,23,24,
1,3,4,11,12,14,22,26,
1,2,3,5,6,9,11,12,
1,2,3,4,7,8,20,28,
1,2,3,4,8,9,10,15,
1,2,4,5,6,7,8,26,
1,2,3,4,5,6,8,23,
1,2,3,5,10,13,14,20,
1,2,3,4,6,10,13,15,
1,2,4,5,9,12,13,21,
1,2,3,4,7,8,10,15,
1,2,3,4,8,11,15,25,
1,2,3,4,5,18,21,24,
1,2,3,4,10,11,13,14,
1,2,3,5,7,9,12,14,
1,2,3,4,8,10,16,17,
1,2,4,5,6,7,10,45,
1,2,4,6,10,16,17,20,
1,2,3,4,6,14,24,30,
1,2,3,5,7,8,9,25,
1,2,4,5,7,9,10,24,
1,2,3,5,10,11,12,14,
1,2,3,5,6,8,11,13,
1,2,3,6,7,9,10,15,
1,2,3,4,8,18,19,26,
1,2,4,5,6,7,11,23,
1,2,3,4,6,9,11,21,
1,2,3,7,10,13,17,22,
1,2,3,5,9,13,23,59,
1,2,3,5,9,10,11,15,
1,2,3,4,10,24,26,37,
1,2,3,5,7,10,12,28,
1,2,4,5,9,17,19,29,
1,2,3,4,5,12,15,19,
1,2,3,4,5,7,21,24,
1,2,3,5,6,7,8,9,
1,2,3,4,5,6,9,11,
1,2,3,5,7,10,14,17,
1,2,3,4,5,7,8,25,
1,3,4,6,8,9,11,17,
1,3,6,7,8,9,10,24,
1,3,7,11,13,17,18,20,
1,2,3,4,7,9,13,21,
1,2,3,4,6,11,12,16,
1,2,3,4,5,7,9,18,
1,2,4,5,7,10,11,14,
1,2,3,4,7,10,15,21,
1,2,4,7,11,12,14,23,
1,3,4,5,6,9,13,22,
1,2,4,5,6,7,9,10,
1,2,5,6,7,8,13,15,
1,2,3,4,8,9,11,19,
1,2,3,4,5,12,17,21,
1,2,3,4,6,9,13,16,
1,2,4,5,6,11,20,26,
1,2,3,4,9,10,11,15,
1,2,3,4,5,6,9,10,
1,2,3,6,7,8,11,21,
1,2,3,4,5,7,12,13,
1,2,3,4,6,7,11,18,
1,2,3,4,6,8,11,21,
1,2,3,4,6,8,10,20,
1,3,4,5,7,8,9,16,
1,3,4,6,7,14,15,20,
1,2,3,5,7,9,18,22,
1,2,3,4,5,7,10,18,
1,2,5,6,7,8,11,15,
1,2,3,4,9,10,11,19,
1,2,3,7,8,12,19,42,
1,2,4,6,7,9,16,21,
1,2,3,5,7,9,11,12,
1,2,3,7,9,10,19,20,
1,2,3,4,5,7,11,13,
1,3,4,5,8,9,12,16,
1,2,3,6,8,11,13,21,
1,2,3,5,6,8,9,12,
1,2,3,4,6,8,9,17,
1,2,3,4,5,8,10,26,
1,2,3,7,10,12,14,20,
1,2,3,4,6,10,13,19,
1,2,3,5,10,11,13,44,
1,2,3,4,5,6,9,10,
1,2,3,4,5,7,11,29,
1,2,3,4,5,11,20,34,
1,2,3,4,5,6,9,10,
1,3,4,6,7,9,12,30,
1,2,5,6,11,16,17,19,
1,2,4,6,7,9,11,28,
1,2,3,4,5,11,18,23,
1,2,3,4,5,8,19,29,
1,2,3,4,5,7,8,10,
1,2,4,5,6,8,9,20,
1,2,3,4,5,6,10,17,
1,2,3,4,5,6,11,19,
1,3,5,7,8,10,11,18,
1,2,3,4,7,9,20,22,
1,2,3,4,6,7,10,22,
1,2,3,4,6,7,8,9,
1,2,3,4,6,8,9,11,
1,2,3,4,6,10,15,20,
1,2,4,5,7,11,13,15,
1,2,3,4,5,9,16,19,
1,2,3,4,6,16,25,42,
1,3,6,7,8,11,13,18,
1,2,3,7,14,15,16,17,
1,2,3,7,8,14,17,32,
1,2,3,4,6,7,9,10,
1,2,4,6,8,9,13,23,
1,3,4,6,8,10,13,15,
1,3,4,5,8,11,13,26,
1,2,3,6,7,9,10,13,
1,2,3,4,5,6,11,36,
1,2,3,6,11,12,14,15,
1,2,4,8,11,13,23,27,
1,3,4,5,6,13,15,18,
1,2,3,4,6,7,8,49,
1,2,3,4,6,7,12,14,
1,3,4,5,6,7,10,44,
1,2,3,4,5,7,14,16,
1,2,4,5,8,9,11,16,
1,2,3,4,8,13,15,18,
1,2,3,4,7,8,11,25,
1,2,3,6,7,9,12,20,
1,2,4,8,10,18,25,27,
1,2,3,6,7,9,11,13,
1,2,3,4,7,9,21,25,
1,2,4,5,6,8,12,18,
1,2,3,4,5,11,16,20,
1,2,3,5,7,9,10,12,
1,2,4,5,6,7,9,12,
1,2,3,4,7,12,14,15,
1,3,4,5,7,8,11,19,
1,3,5,7,8,13,32,34,
1,2,3,4,6,13,14,27,
1,2,4,5,8,9,17,18,
1,2,3,5,6,12,13,14,
1,2,5,7,9,13,17,23,
1,2,3,4,5,6,7,32,
1,3,4,6,9,10,16,24,
1,2,3,5,6,12,13,14,
1,2,3,4,6,16,22,26,
1,4,5,7,8,10,11,14,
1,2,3,5,6,8,10,26,
1,2,3,4,5,8,11,27,
1,2,3,4,8,9,12,21,
1,2,3,4,6,7,8,18,
1,2,3,4,5,7,13,17,
1,2,3,5,6,8,10,12,
1,3,4,5,7,9,11,15,
1,3,4,5,7,8,13,23,
1,2,4,5,7,14,18,20,
1,2,5,6,8,10,12,18,
1,2,3,4,6,9,11,14,
1,2,3,4,5,6,9,15,
1,2,4,5,6,7,16,28,
1,3,4,7,9,11,13,19,
1,2,3,4,6,13,14,17,
1,2,3,5,6,9,13,18,
1,2,3,4,6,7,16,21,
1,3,4,6,11,12,18,23,
1,2,4,5,7,12,15,19,
1,2,3,4,5,8,10,16,
1,2,3,4,5,6,8,12,
1,2,8,10,11,12,17,24,
1,3,4,5,9,13,14,21,
1,2,3,5,6,10,19,27,
1,2,3,4,5,6,12,32,
1,2,3,4,5,6,15,17,
1,2,3,5,7,10,12,15,
1,2,3,6,8,10,12,25,
1,2,3,6,8,9,10,24,
1,2,3,4,5,6,7,9,
1,2,3,6,8,10,16,18,
1,2,3,5,6,9,11,16,
1,2,3,4,5,9,10,11,
1,2,3,4,5,7,8,15,
1,2,3,7,9,10,13,22,
1,2,4,6,8,9,10,16,
1,2,4,6,7,11,14,19,
1,2,3,4,6,7,8,9,
1,2,3,4,5,7,14,18,
1,2,3,4,6,8,9,10,
1,2,3,4,7,9,10,13,
1,2,3,4,5,8,10,13,
1,2,3,6,9,11,15,26,
1,2,3,4,6,10,11,20,
1,2,4,7,8,9,14,20,
1,2,3,4,6,7,8,9,
1,2,4,6,7,10,14,20,
1,2,3,8,9,10,13,19,
1,2,3,5,8,9,20,34,
1,2,3,4,6,7,11,12,
1,2,4,5,7,9,12,26,
1,2,4,5,6,7,8,14,
1,2,4,5,7,8,22,35,
1,2,3,4,6,9,19,21,
1,2,3,4,7,9,14,15,
1,2,3,4,5,6,8,41,
1,2,4,5,6,8,12,22,
1,2,5,8,12,13,19,31,
1,2,3,4,10,11,13,14,
1,2,3,4,6,7,8,9,
1,2,4,5,7,9,17,25,
1,2,3,5,6,7,11,16,
1,2,5,6,8,12,24,32,
1,2,3,5,6,7,9,11,
1,2,3,5,8,11,12,21,
1,2,3,4,5,6,8,15,
1,2,3,5,6,8,15,36,
1,2,3,5,7,8,10,28,
1,2,3,4,5,9,13,22,
1,2,5,6,7,9,13,23,
1,2,4,6,7,9,13,27,
1,2,3,4,5,8,9,18,
1,2,3,4,9,12,13,16,
1,3,4,7,9,10,11,17,
1,2,3,4,10,13,14,17,
1,2,3,4,5,6,7,9,
1,2,3,4,5,8,9,13,
1,2,3,5,7,9,13,20,
1,2,3,4,5,6,11,18,
1,3,4,6,11,17,24,25,
1,2,3,5,6,8,11,13,
1,2,3,4,6,12,14,16,
1,2,3,5,6,7,16,24,
1,2,3,4,5,6,15,18,
1,2,3,4,6,7,9,13,
1,2,3,5,10,13,15,23,
1,2,3,4,5,6,15,24,
1,2,3,4,5,8,10,14,
1,2,3,4,6,7,10,11,
1,2,3,12,13,14,19,22,
1,5,6,9,10,17,29,32,
1,2,3,4,5,8,21,24,
1,3,4,6,8,9,11,12,
1,2,3,6,7,12,18,26,
1,2,3,4,10,12,14,15,
1,2,4,5,6,8,15,28,
1,3,4,6,7,11,21,22,
1,2,3,7,9,11,14,17,
1,2,4,6,11,12,14,25,
1,2,3,5,10,14,17,18,
1,2,3,6,9,10,11,14,
1,2,3,4,5,8,9,19,
1,2,3,5,6,11,14,21,
1,2,4,7,8,11,12,18,
1,3,4,5,7,11,12,15,
1,2,3,5,9,22,23,41,
1,2,5,6,7,10,12,16,
1,2,3,5,7,11,18,33,
1,2,3,4,6,9,11,14,
1,2,3,4,11,12,14,27,
1,3,4,5,7,9,14,18,
1,3,4,5,7,8,20,23,
1,2,3,4,5,11,13,28,
1,2,4,5,6,8,9,14,
1,2,3,5,6,7,14,17,
1,2,3,5,6,7,10,34,
1,2,4,6,8,16,23,24,
1,2,3,4,9,10,14,39,
1,2,3,4,5,6,8,16,
1,2,3,4,5,8,10,23,
1,2,3,4,5,11,18,27,
1,4,6,7,9,10,23,59,
1,2,3,4,5,8,9,12,
1,2,3,6,10,18,21,23,
1,2,3,4,5,8,9,21,
1,2,3,4,6,13,23,52,
1,2,3,4,5,6,8,15,
1,2,3,4,6,7,10,24,
1,2,3,4,6,9,13,14,
1,3,5,6,7,9,10,53,
1,2,4,6,8,9,13,15,
1,2,3,5,6,9,19,21,
1,2,3,7,10,16,19,22,
1,2,3,4,5,6,10,11,
1,2,3,4,5,12,14,29,
1,2,3,4,6,10,12,15,
1,2,3,5,7,10,11,14,
1,3,4,5,6,7,14,17,
1,2,3,4,5,7,11,27,
1,2,3,5,6,9,16,25,
1,2,3,4,6,10,12,24,
1,2,3,4,5,6,11,26,
1,4,5,6,7,12,14,19,
1,2,4,5,8,9,10,19,
1,2,3,8,9,11,15,18,
1,2,3,5,6,7,11,12,
1,2,4,5,10,12,19,31,
1,2,4,5,7,9,11,20,
1,2,3,4,6,7,9,13,
1,2,3,6,7,9,21,29,
1,2,3,4,6,7,8,15,
1,2,3,4,6,7,11,16,
1,3,4,5,6,8,10,13,
1,2,3,5,6,7,10,15,
1,3,5,6,7,9,12,16,
1,2,3,5,7,10,16,20,
1,2,3,4,5,6,8,16,
1,2,3,4,9,13,15,26,
1,2,3,6,7,8,11,13,
1,2,3,4,13,17,18,23,
1,2,3,4,5,6,10,15,
1,2,3,6,8,10,14,35,
1,2,5,7,8,9,14,37,
1,2,4,6,7,14,16,30,
1,2,3,6,7,8,15,27,
1,2,3,5,6,8,11,15,
1,2,4,5,6,8,12,15,
1,2,3,4,7,10,11,33,
1,2,3,4,5,6,10,15,
1,2,3,5,6,8,11,19,
1,2,3,4,9,11,13,24,
1,2,4,6,8,11,12,32,
1,2,3,4,6,7,10,18,
1,2,3,5,9,11,34,46,
1,2,3,4,5,6,11,32,
1,2,3,4,5,8,12,40,
1,2,4,5,6,10,12,15,
1,3,4,5,8,9,10,26,
1,2,4,6,8,11,14,36,
1,3,4,9,11,14,20,29,
1,2,3,6,7,13,19,22,
1,2,3,6,7,8,15,41,
1,2,3,4,6,7,11,18,
1,3,4,5,6,10,16,21,
1,2,3,4,6,9,12,23,
1,2,3,5,7,8,10,43,
1,2,3,4,5,6,7,19,
1,2,3,4,5,7,8,11,
1,2,3,6,8,10,13,19,
1,2,3,6,7,8,12,14,
1,2,3,4,5,6,11,36,
1,2,3,4,5,8,19,26,
1,3,5,6,7,8,9,14,
1,2,4,6,9,12,13,31,
1,2,3,4,5,6,18,21,
1,2,3,4,6,8,11,25,
1,2,3,4,7,11,12,37,
1,2,3,4,5,9,10,13,
1,2,5,7,14,15,18,21,
1,2,3,4,5,8,9,24,
1,2,3,4,7,8,13,25,
1,2,3,6,9,15,16,23,
1,3,4,5,6,9,13,29,
1,2,3,6,7,8,9,12,
1,2,3,5,8,12,15,18,
1,2,3,4,6,8,10,14,
1,2,3,4,5,11,12,15,
1,3,4,6,11,12,14,39,
1,2,3,4,5,6,8,21,
1,2,3,5,6,7,13,28,
1,2,3,5,7,8,12,17,
1,3,4,6,11,12,16,36,
1,2,3,8,9,15,17,24,
1,2,5,6,8,18,20,65,
1,2,4,6,8,10,14,16,
1,2,4,5,6,12,18,31,
1,2,3,4,5,11,26,44,
1,2,3,5,6,7,10,23,
1,2,3,5,6,14,17,21,
1,2,3,4,5,6,7,8,
1,2,3,4,5,6,14,23,
1,2,4,6,7,8,10,27,
1,2,3,5,6,7,8,11,
1,2,3,4,5,11,17,24,
1,2,3,4,6,18,26,27,
1,2,3,5,6,8,11,17,
1,2,4,6,10,11,12,31,
1,2,3,4,5,6,7,11,
1,2,4,5,7,8,9,31,
1,2,3,6,12,18,25,31,
1,2,3,4,5,6,8,25,
1,2,3,5,9,10,12,14,
1,2,3,4,7,9,13,18,
1,2,3,5,6,7,8,19,
1,2,3,5,6,9,10,43,
1,2,3,4,10,14,20,25,
1,2,3,11,12,17,24,32,
1,2,5,6,10,15,22,26,
1,2,3,5,7,12,21,24,
1,2,3,7,8,10,11,55,
1,2,3,7,8,9,15,21,
1,2,3,4,5,6,7,24,
1,2,3,5,12,18,25,33,
1,2,3,5,6,7,8,13,
1,2,3,7,8,9,13,44,
1,2,4,6,7,8,11,15,
1,2,3,5,6,7,8,13,
1,2,3,6,10,11,13,31,
1,2,4,5,6,9,11,22,
1,3,4,5,6,7,14,15,
1,3,5,6,7,8,9,13,
1,2,3,5,6,10,16,29,
1,2,4,9,11,13,17,18,
1,2,3,4,8,16,23,29,
1,2,5,9,13,15,18,22,
1,2,4,6,7,8,11,24,
1,2,3,4,5,10,19,24,
1,2,3,5,6,7,9,17,
1,2,3,4,7,8,9,10,
1,2,3,4,6,8,22,37,
1,2,4,5,6,12,25,28,
1,2,3,4,5,7,8,17,
1,2,3,6,7,10,12,34,
1,2,3,4,5,6,9,13,
1,2,5,6,7,11,19,23,
1,2,3,4,6,9,15,29,
1,2,3,4,5,8,9,13,
1,2,4,5,6,8,15,18,
1,2,4,5,6,8,10,25,
1,2,4,6,8,11,13,16,
1,2,3,4,6,9,12,17,
1,2,4,5,9,11,25,26,
1,2,4,5,6,7,8,14,
1,2,4,5,6,8,12,24,
1,2,3,4,5,9,10,36,
1,2,3,4,6,8,10,11,
1,2,3,4,7,9,14,16,
1,2,3,4,5,11,23,38,
1,2,3,4,7,8,9,20,
1,2,4,5,9,10,15,25,
1,2,3,4,6,7,9,10,
1,2,3,6,9,10,18,30,
1,2,3,5,6,7,9,11,
1,2,4,6,9,10,11,13,
1,2,3,4,7,9,10,17,
1,2,3,4,5,6,7,15,
1,3,5,6,9,12,21,25,
1,2,3,4,6,8,10,28,
1,2,3,4,6,9,12,15,
1,2,3,6,7,9,10,12,
1,3,5,6,7,9,16,17,
1,2,3,5,6,7,26,38,
1,2,3,5,10,11,12,17,
1,2,3,4,6,7,8,16,
1,2,3,4,6,7,19,36,
1,2,3,6,8,11,18,20,
1,2,4,5,7,8,9,26,
1,3,4,5,6,8,11,33,
1,3,4,6,7,16,18,20,
1,2,3,5,6,7,16,35,
1,3,4,6,8,10,17,24,
1,2,3,4,7,11,22,25,
1,2,3,4,7,10,16,28,
1,2,5,6,9,10,14,40,
1,2,3,5,6,8,17,22,
1,2,4,5,7,10,12,22,
1,2,3,5,6,7,8,24,
1,2,3,4,7,8,10,25,
1,2,4,5,10,11,13,37,
