,file,1<=Pck.<,10<=Pck.<,100<=Pck.<,1000<=Pck.<,10000<=Pck.<,100000<=Pck.<,10^6<=Pck.<,10^7<=Pck.<,10^8<=Pck.
1431,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.1.1.1.pcap,8640,0,0,0,0,0,0,0,0
1432,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.1.1.2.pcap,8638,0,0,0,0,0,0,0,0
1433,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.1.1.3.pcap,8640,0,0,0,0,0,0,0,0
1434,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.1.1.4.pcap,8639,0,0,0,0,0,0,0,0
1435,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.1.1.5.pcap,8639,0,0,0,0,0,0,0,0
1443,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.2.2.1.pcap,7200,0,0,0,0,0,0,0,0
1444,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.2.2.2.pcap,7200,0,0,0,0,0,0,0,0
1445,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.2.2.3.pcap,7200,0,0,0,0,0,0,0,0
1446,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.2.2.4.pcap,7200,0,0,0,0,0,0,0,0
1447,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.2.2.5.pcap,7200,0,0,0,0,0,0,0,0
1449,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.3.3.1.pcap,6170,0,0,0,0,0,0,0,0
1450,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.3.3.2.pcap,6170,0,0,0,0,0,0,0,0
1451,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.3.3.3.pcap,6170,0,0,0,0,0,0,0,0
1452,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.3.3.4.pcap,6170,0,0,0,0,0,0,0,0
1454,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.4.4.1.pcap,8640,0,0,0,0,0,0,0,0
1455,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.4.4.2.pcap,8640,0,0,0,0,0,0,0,0
1456,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.4.4.3.pcap,8640,0,0,0,0,0,0,0,0
1457,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.4.4.4.pcap,8640,0,0,0,0,0,0,0,0
1458,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.4.4.5.pcap,8640,0,0,0,0,0,0,0,0
1466,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.5.5.1.pcap,7200,0,0,0,0,0,0,0,0
1467,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.5.5.2.pcap,7200,0,0,0,0,0,0,0,0
1468,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.5.5.3.pcap,7200,0,0,0,0,0,0,0,0
1469,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.5.5.4.pcap,7200,0,0,0,0,0,0,0,0
1470,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.5.5.5.pcap,7200,0,0,0,0,0,0,0,0
1471,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.6.6.1.pcap,6170,0,0,0,0,0,0,0,0
1472,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.6.6.2.pcap,6170,0,0,0,0,0,0,0,0
1473,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.6.6.3.pcap,6170,0,0,0,0,0,0,0,0
1474,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.6.6.4.pcap,6170,0,0,0,0,0,0,0,0
1475,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.192.6.6.5.pcap,6170,0,0,0,0,0,0,0,0
1492,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.193.216.222.159.pcap,7208,0,0,0,0,0,0,0,0
1514,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.195.208.244.146.pcap,29716,0,0,0,0,0,0,0,0
1519,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.195.208.248.131.pcap,6243,0,0,0,0,0,0,0,0
1591,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_1217_FFD3_F05F_F0F3_B01C_C005_FFCE.pcap,9031,0,0,0,0,0,0,0,0
1598,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_218_6FCE_80F2_30FC_801F_A200_135E.pcap,0,0,16,0,0,0,0,0,0
1621,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DCD_F805_7880_FE8_F020_3FFF_FE40.pcap,4841,1,0,0,0,0,0,0,0
1632,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_1941_61EF_7948_C917_B041.pcap,440,150,8,0,0,0,0,0,0
1644,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_1951_820A_E59B_8D79_517C.pcap,36,30,7,2,0,0,0,0,0
1683,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_1AE1_C6B5_C826_B10C_763D.pcap,208,281,26,1,0,0,0,0,0
1704,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_1B40_9ED6_7AB4_D1AA_141.pcap,115,140,17,0,0,0,0,0,0
1742,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_2B8F_192C_198D_2C03_FB25.pcap,243,129,19,1,0,0,0,0,0
1744,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_2B8F_7630_1F84_B151_E5CA.pcap,126,151,13,0,0,0,0,0,0
1771,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_2C9F_41D5_C813_6F9C_E87F.pcap,99,233,18,0,0,0,0,0,0
1776,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_2C9F_7DA_EC34_6106_56E0.pcap,270,208,26,0,0,0,0,0,0
1783,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_2CA0_20D3_F6D9_B54_F294.pcap,439,258,25,3,0,0,0,0,0
1785,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_2CA0_304C_3E89_AEB2_1571.pcap,145,224,19,1,0,0,0,0,0
1787,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_2CA0_A77_2486_84A3_99B6.pcap,223,115,17,1,0,0,0,0,0
1793,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_2CBF_305C_F196_1962_EC2A.pcap,311,12,0,1,0,0,0,0,0
1802,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_2CBF_BBA4_599A_3764_4475.pcap,530,51,3,2,0,0,0,0,0
1818,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_2D0F_BA6B_33F6_8648_DED9.pcap,123,180,18,1,0,0,0,0,0
1826,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_2D60_79C8_7AE_B851_B390.pcap,253,175,12,0,0,0,0,0,0
1827,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_2D60_8A5F_40A_541F_5FEF.pcap,192,136,19,0,0,0,0,0,0
1852,201904090000.pcap.CONN.pcap.Mixed_rseed-2222.pcap.2001_DFD_FB13_2EDF_D054_B217_6C96_6301.pcap,355,236,15,1,0,0,0,0,0
