file,1<=Pck.<,10<=Pck.<,100<=Pck.<,1000<=Pck.<,10000<=Pck.<,100000<=Pck.<,10^6<=Pck.<,10^7<=Pck.<,10^8<=Pck.
202006031400.pcap.Mixed_rseed-2222.pcap.162.207.246.189.pcap,256,0,0,0,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.162.207.246.48.pcap,256,0,0,0,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.102.3.pcap,240,392,43,2,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.112.130.pcap,29,290,40,11,2,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.119.172.pcap,3,86,20,2,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.124.21.pcap,4,352,81,13,2,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.124.244.pcap,4,132,41,3,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.124.29.pcap,10,384,51,5,3,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.125.22.pcap,8,288,53,8,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.125.85.pcap,5,278,157,591,80,5,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.125.87.pcap,10,258,60,18,4,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.126.159.pcap,10,240,90,13,2,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.126.200.pcap,14,288,98,10,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.126.27.pcap,4,215,58,7,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.126.60.pcap,8,184,48,0,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.126.69.pcap,7,407,66,3,2,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.127.235.pcap,55,422,76,15,2,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.128.63.pcap,21,297,49,2,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.134.222.pcap,33,506,93,13,1,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.134.247.pcap,11,209,28,1,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.135.132.pcap,5,419,47,9,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.135.150.pcap,13,516,103,19,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.135.174.pcap,6,594,98,5,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.138.136.pcap,22,390,48,2,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.139.228.pcap,6,301,38,2,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.147.155.pcap,73,417,40,5,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.177.152.pcap,5,214,40,3,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.179.189.pcap,2,348,105,11,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.180.78.pcap,3,378,37,7,1,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.189.69.pcap,11,249,53,3,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.189.96.pcap,239,309,47,3,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.216.129.pcap,22,220,30,1,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.233.40.pcap,188,627,35,5,0,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.233.72.pcap,26,530,62,15,4,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.234.199.pcap,27,364,42,11,2,0,0,0,0,
202006031400.pcap.Mixed_rseed-2222.pcap.163.61.235.199.pcap,1,493,39,11,2,1,0,0,0,
